Platform,YearMonth,FileName,RelativePath,SourcePath,CopiedPath,SizeBytes,LastWriteTime,DetectionStatus,DetectedAppChannel,DetectedAppPlatform,LiteralS2ChannelInFileName,AllLiteralS2Matches
모픽,2026-04,2026년 4월 모픽 정산상세.xlsx,모픽\4월\2026년 4월 모픽 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\모픽\4월\2026년 4월 모픽 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\모픽\4월\2026년 4월 모픽 정산상세.xlsx,18865,2026-05-06 오전 10:41:14,NO_S2_CHANNEL_IN_FILENAME,,,,
무툰,2026-04,2026년 4월 무툰 정산상세.xlsx,무툰\4월\2026년 4월 무툰 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\무툰\4월\2026년 4월 무툰 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\무툰\4월\2026년 4월 무툰 정산상세.xlsx,60946,2026-05-06 오전 9:52:30,NO_S2_CHANNEL_IN_FILENAME,,,,
문피아,2026-04,2026년 4월 문피아 정산상세.xlsx,문피아\4월\2026년 4월 문피아 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\문피아\4월\2026년 4월 문피아 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\문피아\4월\2026년 4월 문피아 정산상세.xlsx,24310,2026-05-06 오후 1:51:38,APP_DETECTED,문피아,문피아,문피아,문피아
미소설,2026-04,2026년 4월 미소설 정산상세.xlsx,미소설\4월\2026년 4월 미소설 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\미소설\4월\2026년 4월 미소설 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\미소설\4월\2026년 4월 미소설 정산상세.xlsx,20885,2026-05-04 오전 10:50:26,APP_DETECTED,미소설,미소설,미소설,미소설
미스터블루,2026-04,2026년 4월 미스터블루 정산상세.xlsx,미스터블루\4월\2026년 4월 미스터블루 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\미스터블루\4월\2026년 4월 미스터블루 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\미스터블루\4월\2026년 4월 미스터블루 정산상세.xlsx,2063238,2026-05-06 오전 9:22:29,NO_S2_CHANNEL_IN_FILENAME,,,,
밀리의서재,2026-04,2026년 4월 밀리의서재 정산상세.xlsx,밀리의서재\4월\2026년 4월 밀리의서재 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\밀리의서재\4월\2026년 4월 밀리의서재 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\밀리의서재\4월\2026년 4월 밀리의서재 정산상세.xlsx,137038,2026-05-04 오전 11:18:13,APP_DETECTED,밀리의 서재,밀리의서재,밀리의 서재,밀리의 서재
보인&국립장애인도서관,2026-03,2026년 3월 국립장애인도서관 정산상세.xlsx,보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\보인&국립장애인도서관\2026년 3월 국립장애인도서관 정산상세.xlsx,118616,2026-03-17 오후 4:25:51,APP_DETECTED,국립장애인도서관,보인&국립장애인도서관,국립장애인도서관,국립장애인도서관
부커스,2026-04,2026년 4월 부커스 정산상세.xlsx,부커스\4월\2026년 4월 부커스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\부커스\4월\2026년 4월 부커스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\부커스\4월\2026년 4월 부커스 정산상세.xlsx,20278,2026-05-04 오후 3:53:03,APP_DETECTED,부커스,부커스,부커스,부커스
북큐브,2026-04,2026년 4월 북큐브(로맨스) 정산상세.xlsx,북큐브\4월\2026년 4월 북큐브(로맨스) 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\북큐브\4월\2026년 4월 북큐브(로맨스) 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\북큐브\4월\2026년 4월 북큐브(로맨스) 정산상세.xlsx,15710,2026-05-07 오전 10:43:39,NO_S2_CHANNEL_IN_FILENAME,,,,
북큐브,2026-04,2026년 4월 북큐브(판무) 정산상세.xlsx,북큐브\4월\2026년 4월 북큐브(판무) 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\북큐브\4월\2026년 4월 북큐브(판무) 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\북큐브\4월\2026년 4월 북큐브(판무) 정산상세.xlsx,52280,2026-05-07 오전 10:31:50,NO_S2_CHANNEL_IN_FILENAME,,,,
북팔,2026-04,2026년 4월 북팔 정산상세.xlsx,북팔\4월\2026년 4월 북팔 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\북팔\4월\2026년 4월 북팔 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\북팔\4월\2026년 4월 북팔 정산상세.xlsx,18016,2026-05-06 오전 10:18:23,NO_S2_CHANNEL_IN_FILENAME,,,,
블라이스,2026-04,2026년 4월 블라이스 정산상세.xlsx,블라이스\4월\2026년 4월 블라이스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\블라이스\4월\2026년 4월 블라이스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\블라이스\4월\2026년 4월 블라이스 정산상세.xlsx,16155,2026-05-06 오전 8:56:00,NO_S2_CHANNEL_IN_FILENAME,,,,
스낵북,2026-03,2026년 3월 스낵북 정산상세.xlsx,스낵북\3월\2026년 3월 스낵북 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\스낵북\3월\2026년 3월 스낵북 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\스낵북\3월\2026년 3월 스낵북 정산상세.xlsx,10240,2026-04-02 오후 4:46:32,NO_S2_CHANNEL_IN_FILENAME,,,,
스토린랩,2026-02,2026년 2월 스토린랩 정산상세.xlsx,스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx,143159,2026-04-09 오후 2:37:48,NO_S2_CHANNEL_IN_FILENAME,,,,
신영미디어,2025-09,2025년 9월 신영미디어 정산상세.xlsx,신영미디어\2025년 9월 신영미디어 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\신영미디어\2025년 9월 신영미디어 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\신영미디어\2025년 9월 신영미디어 정산상세.xlsx,11985,2025-10-14 오전 9:55:30,APP_DETECTED,신영미디어,신영미디어,신영미디어,신영미디어
알라딘,2026-04,2026년 4월 알라딘 정산상세.xlsx,알라딘\4월\2026년 4월 알라딘 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\알라딘\4월\2026년 4월 알라딘 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\알라딘\4월\2026년 4월 알라딘 정산상세.xlsx,150638,2026-05-06 오전 11:18:14,NO_S2_CHANNEL_IN_FILENAME,,,,
알라딘 종이책,2026-04,2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,9959,2026-05-06 오전 11:06:02,NO_S2_CHANNEL_IN_FILENAME,,,,
알라딘 종이책,2026-04,2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,12883,2026-05-06 오전 11:08:45,NO_S2_CHANNEL_IN_FILENAME,,,,
에이블리,2026-04,2026년 4월 에이블리 정산상세.xlsx,에이블리\4월\2026년 4월 에이블리 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\에이블리\4월\2026년 4월 에이블리 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\에이블리\4월\2026년 4월 에이블리 정산상세.xlsx,63907,2026-05-06 오전 9:07:23,NO_S2_CHANNEL_IN_FILENAME,,,,
에피루스,2026-03,2026년 3월 에피루스 정산상세.xlsx,에피루스\3월\2026년 3월 에피루스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\에피루스\3월\2026년 3월 에피루스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\에피루스\3월\2026년 3월 에피루스 정산상세.xlsx,33074,2026-04-20 오후 2:04:01,NO_S2_CHANNEL_IN_FILENAME,,,,
예스24,2026-04,2026년 4월 예스24 정산상세.xlsx,예스24\4월\2026년 4월 예스24 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\예스24\4월\2026년 4월 예스24 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\예스24\4월\2026년 4월 예스24 정산상세.xlsx,100592,2026-05-06 오전 9:48:33,NO_S2_CHANNEL_IN_FILENAME,,,,
올툰,2026-04,2026년 4월 올툰 정산상세.xlsx,올툰\4월\2026년 4월 올툰 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\올툰\4월\2026년 4월 올툰 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\올툰\4월\2026년 4월 올툰 정산상세.xlsx,13837,2026-05-06 오전 8:44:07,APP_DETECTED,올툰,올툰,올툰,올툰
원스토어,2026-03,2026년 3월 원스토어 정산상세.xlsx,원스토어\3월\2026년 3월 원스토어 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\원스토어\3월\2026년 3월 원스토어 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\원스토어\3월\2026년 3월 원스토어 정산상세.xlsx,3022671,2026-04-13 오후 12:39:16,NO_S2_CHANNEL_IN_FILENAME,,,,
윌라,2026-03,2026년 3월 윌라 정산상세.xlsx,윌라\3월\2026년 3월 윌라 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\윌라\3월\2026년 3월 윌라 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\윌라\3월\2026년 3월 윌라 정산상세.xlsx,94327,2026-04-22 오전 8:42:18,NO_S2_CHANNEL_IN_FILENAME,,,,
조아라,2026-04,2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,10756,2026-05-06 오후 12:19:01,NO_S2_CHANNEL_IN_FILENAME,,,,
조아라,2026-04,2026년 4월 조아라 로맨스 정산상세.xlsx,조아라\4월\로맨스\2026년 4월 조아라 로맨스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\로맨스\2026년 4월 조아라 로맨스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\로맨스\2026년 4월 조아라 로맨스 정산상세.xlsx,14597,2026-05-06 오후 12:18:40,NO_S2_CHANNEL_IN_FILENAME,,,,
조아라,2026-04,2026년 4월 조아라 판무 단행본 정산상세.xlsx,조아라\4월\판무\2026년 4월 조아라 판무 단행본 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\판무\2026년 4월 조아라 판무 단행본 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\판무\2026년 4월 조아라 판무 단행본 정산상세.xlsx,12124,2026-05-06 오후 12:17:53,NO_S2_CHANNEL_IN_FILENAME,,,,
조아라,2026-04,2026년 4월 조아라 판무 정산상세.xlsx,조아라\4월\판무\2026년 4월 조아라 판무 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\판무\2026년 4월 조아라 판무 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\판무\2026년 4월 조아라 판무 정산상세.xlsx,17281,2026-05-06 오후 12:17:14,NO_S2_CHANNEL_IN_FILENAME,,,,
카카오,2026-04,2026년 4월 카카오페이지(일반) 정산상세.xlsx,카카오\4월\2026년 4월 카카오페이지(일반) 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\카카오\4월\2026년 4월 카카오페이지(일반) 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\카카오\4월\2026년 4월 카카오페이지(일반) 정산상세.xlsx,518047,2026-05-07 오후 1:33:34,NO_S2_CHANNEL_IN_FILENAME,,,,
카카오,2026-04,2026년 4월 카카오페이지(선투자) 정산상세.xlsx,카카오\선투자\26년 4월\2026년 4월 카카오페이지(선투자) 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\카카오\선투자\26년 4월\2026년 4월 카카오페이지(선투자) 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\카카오\선투자\26년 4월\2026년 4월 카카오페이지(선투자) 정산상세.xlsx,128883,2026-05-07 오후 1:52:34,APP_DETECTED,카카오페이지(선투자),카카오,카카오페이지(선투자),카카오페이지(선투자)
큐툰,2026-04,2026년 4월 큐툰 정산상세.xlsx,큐툰\4월\2026년 4월 큐툰 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\큐툰\4월\2026년 4월 큐툰 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\큐툰\4월\2026년 4월 큐툰 정산상세.xlsx,12436,2026-05-06 오전 9:52:49,NO_S2_CHANNEL_IN_FILENAME,,,,
토스(구루컴퍼니),2026-03,2026년 3월 토스 정산상세.xlsx,토스(구루컴퍼니)\3월\2026년 3월 토스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\토스(구루컴퍼니)\3월\2026년 3월 토스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\토스(구루컴퍼니)\3월\2026년 3월 토스 정산상세.xlsx,12938,2026-04-20 오후 1:42:17,NO_S2_CHANNEL_IN_FILENAME,,,,
판무림,2026-04,2026년 4월 판무림 정산상세.xlsx,판무림\4월\2026년 4월 판무림 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\판무림\4월\2026년 4월 판무림 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\판무림\4월\2026년 4월 판무림 정산상세.xlsx,286461,2026-05-07 오전 10:13:57,APP_DETECTED,판무림,판무림,판무림,판무림
피우리(누온),2026-04,2026년 4월 누온(피우리) 정산상세.xlsx,피우리(누온)\4월\2026년 4월 누온(피우리) 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\피우리(누온)\4월\2026년 4월 누온(피우리) 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\피우리(누온)\4월\2026년 4월 누온(피우리) 정산상세.xlsx,7958,2026-05-06 오후 12:24:43,APP_DETECTED,누온,피우리(누온),누온,누온
피플앤스토리,2026-04,2026년 4월 피플앤스토리 정산상세.xlsx,피플앤스토리\4월\2026년 4월 피플앤스토리 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\피플앤스토리\4월\2026년 4월 피플앤스토리 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\피플앤스토리\4월\2026년 4월 피플앤스토리 정산상세.xlsx,12039,2026-05-04 오전 10:38:30,NO_S2_CHANNEL_IN_FILENAME,,,,
하이북,2026-04,2026년 4월 하이북 정산상세.xlsx,하이북\4월\2026년 4월 하이북 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\하이북\4월\2026년 4월 하이북 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\하이북\4월\2026년 4월 하이북 정산상세.xlsx,41723,2026-05-04 오전 10:16:51,NO_S2_CHANNEL_IN_FILENAME,,,,
한아름,2026-04,2026년 4월 한아름 정산상세.xlsx,한아름\4월\2026년 4월 한아름 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\한아름\4월\2026년 4월 한아름 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\한아름\4월\2026년 4월 한아름 정산상세.xlsx,478665,2026-05-04 오후 4:19:19,NO_S2_CHANNEL_IN_FILENAME,,,,
