순수판정,조치,플랫폼,S2판매채널명,판매채널콘텐츠ID,판매채널ID,콘텐츠ID,콘텐츠명,콘텐츠형태,판매채널명,사용안함_사용금지_표식,지급정산관리_존재,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,IPS_존재,콘텐츠명_IPS,담당부서,담당자명,장르,세부장르,원본파일,판매채널콘텐츠ID_빈값,지급정산관리_지급정산상태,지급정산관리_승인상태,귀속법인,서비스유형,작가필명,등급
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,521143,453,260575,롱 리브 더 나이트,웹툰,구루컴퍼니,N,N,,,,Y,롱 리브 더 나이트,웹툰사업부,박민지,여성향,"BL,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"twothree,Youngsu,두개세개,영수",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531703,453,261015,룰러바이(Lullaby),웹툰,구루컴퍼니,N,N,,,,Y,룰러바이(Lullaby),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"CHT,키에,힘찬",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528295,453,260873,리마 증후군,웹툰,구루컴퍼니,N,N,,,,Y,리마 증후군,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Babsot,밥솥,이지유,飯鍋",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529879,453,260939,리벳(외부유통)(단행본),웹툰,구루컴퍼니,N,N,,,,Y,리벳(외부유통)(단행본),웹툰사업부,박민지,여성향,"BL,드라마",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523519,453,260674,릭스베이누스,웹툰,구루컴퍼니,N,N,,,,Y,릭스베이누스,웹툰사업부,박민지,여성향,"BL,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Chanseong,Chansung,CS,이새롬,찬성",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,527047,453,260821,마르셀,웹툰,구루컴퍼니,N,N,,,,Y,마르셀,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"이희언,채성령",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529711,453,260932,마음의 온도(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,마음의 온도(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,524431,453,260712,마이 시크릿 레시피,웹툰,구루컴퍼니,N,N,,,,Y,마이 시크릿 레시피,웹툰사업부,박민지,여성향,로맨스,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"다흰,딕비",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523423,453,260670,맛좋은 우유를 짜는 법,웹툰,구루컴퍼니,N,N,,,,Y,맛좋은 우유를 짜는 법,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,퍼렁젤리,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,524383,453,260710,먹히는 관계,웹툰,구루컴퍼니,N,N,,,,Y,먹히는 관계,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Bi Noon,BINUN,NUT,넛,비눈",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,530935,453,260983,먹히는 스타일(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,먹히는 스타일(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,632239,453,308783,멸망한 세계의 유적 사냥꾼,소설,구루컴퍼니,N,N,,,,Y,멸망한 세계의 유적 사냥꾼,소설편집팀,천승민,남성향,판타지,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,524143,453,260700,모더니스트,웹툰,구루컴퍼니,N,N,,,,Y,모더니스트,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Won Churi,WonChuri,원추리",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,527551,453,260842,모든 구성 9900원,웹툰,구루컴퍼니,N,N,,,,Y,모든 구성 9900원,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"야얌이,香",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529375,453,260918,모란과 도화의 계절(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,모란과 도화의 계절(외부유통),웹툰사업부,박민지,여성향,기타,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,522319,453,260624,무기가게 사장님,웹툰,구루컴퍼니,N,N,,,,Y,무기가게 사장님,웹툰사업부,박민지,기타,"액션,스포츠",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"SFACG,THE WORLD",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528271,453,260872,무림제왕의 은퇴생활,웹툰,구루컴퍼니,N,N,,,,Y,무림제왕의 은퇴생활,웹툰사업부,박민지,기타,"액션,스포츠",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"SFACG,Taibai Lee",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,522943,453,260650,무서운게 좋아,웹툰,구루컴퍼니,N,N,,,,Y,무서운게 좋아,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"saho,사호",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,530215,453,260953,문신(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,문신(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528103,453,260865,문학소년,웹툰,구루컴퍼니,N,N,,,,Y,문학소년,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528679,453,260889,물건이네 물건이야,웹툰,구루컴퍼니,N,N,,,,Y,물건이네 물건이야,웹툰사업부,박민지,여성향,로맨스,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531007,453,260986,물봉선화(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,물봉선화(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,527767,453,260851,미명의 추적자,웹툰,구루컴퍼니,N,N,,,,Y,미명의 추적자,웹툰사업부,박민지,여성향,"로맨스,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531607,453,261011,미명의 추적자 [완전판],웹툰,구루컴퍼니,N,N,,,,Y,미명의 추적자 [완전판],웹툰사업부,박민지,남성향,로맨스판타지,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"EMO,매사,칵스",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,526039,453,260779,미친놈 종합세트,웹툰,구루컴퍼니,N,N,,,,Y,미친놈 종합세트,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Gye Ja,Gyeja,Ji Pang,Zi,계자,북팔,지팡",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523831,453,260687,바다에 빠졌어,웹툰,구루컴퍼니,N,N,,,,Y,바다에 빠졌어,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"dagom,다곰",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,520903,453,260565,바보여왕 기사단,웹툰,구루컴퍼니,N,N,,,,Y,바보여왕 기사단,웹툰사업부,박민지,여성향,"로맨스,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,526639,453,260804,바이러스(완결),웹툰,구루컴퍼니,N,N,,,,Y,바이러스(완결),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"YD,고토",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531559,453,261009,바이러스(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,바이러스(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,522271,453,260622,박물관에 사는 남자,웹툰,구루컴퍼니,N,N,,,,Y,박물관에 사는 남자,웹툰사업부,박민지,여성향,드라마,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"샘새미,한희원",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531751,453,261017,"반했어요, 대리님 [개정판]",웹툰,구루컴퍼니,N,N,,,,Y,"반했어요, 대리님 [개정판]",웹툰사업부,박민지,여성향,로맨스,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"신민영,연킬,허부리",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,520711,453,260557,밤의 관계,웹툰,구루컴퍼니,N,N,,,,Y,밤의 관계,웹툰사업부,박민지,여성향,"드라마,BL",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,YEMMINE,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528607,453,260886,배고픈 드래곤걸에게 나를 주려합니다,웹툰,구루컴퍼니,N,N,,,,Y,배고픈 드래곤걸에게 나를 주려합니다,웹툰사업부,박민지,남성향,로맨스판타지,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"COL GROUP·FTL Culture,hakire_chui,HanY,jierana",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523207,453,260661,배드 키드 굿 파트너,웹툰,구루컴퍼니,N,N,,,,Y,배드 키드 굿 파트너,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"김시온,박혜린(서녹)",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529519,453,260924,백야(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,백야(외부유통),웹툰사업부,박민지,여성향,로맨스,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531031,453,260987,백치(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,백치(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528583,453,260885,뱀과 토끼가 결혼할 수 있나요?,웹툰,구루컴퍼니,N,N,,,,Y,뱀과 토끼가 결혼할 수 있나요?,웹툰사업부,박민지,여성향,로맨스,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"kamasot,가마솥",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529591,453,260927,뱃걸굿걸(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,뱃걸굿걸(외부유통),웹툰사업부,박민지,기타,,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,520279,453,260539,버드 케이지,웹툰,구루컴퍼니,N,N,,,,Y,버드 케이지,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"kkamnyang,깜냥",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,531055,453,260988,변호사님과 나(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,변호사님과 나(외부유통),웹툰사업부,박민지,여성향,드라마,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528631,453,260887,별의 궤도,웹툰,구루컴퍼니,N,N,,,,Y,별의 궤도,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Kim Ah-So,Kim Aso,Yeonog,김아소,연옥,戀玉",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,521983,453,260610,별이 잠들 때,웹툰,구루컴퍼니,N,N,,,,Y,별이 잠들 때,웹툰사업부,박민지,여성향,"드라마,BL",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Sanghyuk,TOU,상혁",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,525367,453,260751,보더라이트,웹툰,구루컴퍼니,N,N,,,,Y,보더라이트,웹툰사업부,박민지,여성향,"드라마,BL",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,하비,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523783,453,260685,보스의 조건,웹툰,구루컴퍼니,N,N,,,,Y,보스의 조건,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"มูแนงมูมุน,อีซานา,무냉무문,이사나",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529759,453,260934,보이지 않는 세계(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,보이지 않는 세계(외부유통),웹툰사업부,박민지,여성향,"스릴러,공포,드라마",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523231,453,260662,보편적 가이드의 평범한 일상,웹툰,구루컴퍼니,N,N,,,,Y,보편적 가이드의 평범한 일상,웹툰사업부,박민지,여성향,"BL,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Guman,Ha Se Young,Ha Seyeong,Haseyoung,구만,하세영",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,521071,453,260572,복수하러 왔습니다,웹툰,구루컴퍼니,N,N,,,,Y,복수하러 왔습니다,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"EOJIN,어진",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,810431,453,321235,"부디, 당신께 바라기를",소설,구루컴퍼니,N,N,,,,Y,"부디, 당신께 바라기를",봄툰소설편집팀,배지은,여성향,로맨스판타지,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,522847,453,260646,부장님은 새디스트,웹툰,구루컴퍼니,N,N,,,,Y,부장님은 새디스트,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,딸기두유,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,520783,453,260560,불편한 상사,웹툰,구루컴퍼니,N,N,,,,Y,불편한 상사,웹툰사업부,박민지,여성향,"BL,개그",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"산개,에르모",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,520927,453,260566,뷰티풀 라이어,웹툰,구루컴퍼니,N,N,,,,Y,뷰티풀 라이어,웹툰사업부,박민지,여성향,"로맨스,개그",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"johncena,죤시나",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529615,453,260928,블랙스완(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,블랙스완(외부유통),웹툰사업부,박민지,여성향,"로맨스,기타",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528895,453,260898,블러드 레퀴엠(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,블러드 레퀴엠(외부유통),웹툰사업부,박민지,기타,,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,이양필름,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,524599,453,260719,블러드 앤드 러브,웹툰,구루컴퍼니,N,N,,,,Y,블러드 앤드 러브,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Haesun,해선",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,527503,453,260840,블루로드,웹툰,구루컴퍼니,N,N,,,,Y,블루로드,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"황곰,흑소금",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,526279,453,260789,비누 줍지 마세요,웹툰,구루컴퍼니,N,N,,,,Y,비누 줍지 마세요,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528031,453,260862,비트윈어스,웹툰,구루컴퍼니,N,N,,,,Y,비트윈어스,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Noru,노루,전민정",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,522151,453,260617,빈우,웹툰,구루컴퍼니,N,N,,,,Y,빈우,웹툰사업부,박민지,여성향,"드라마,BL",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,라온,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,532183,453,261035,빙의물 여주의 언니입니다만,웹툰,구루컴퍼니,N,N,,,,Y,빙의물 여주의 언니입니다만,웹툰사업부,박민지,여성향,"로맨스,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528151,453,260867,빛과 그림자,웹툰,구루컴퍼니,N,N,,,,Y,빛과 그림자,웹툰사업부,박민지,여성향,"로맨스,판타지",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,528943,453,260900,빛과 그림자 + 골든타임(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,빛과 그림자 + 골든타임(외부유통),웹툰사업부,박민지,기타,,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,521671,453,260597,빠나나 스캔들 [개정판],웹툰,구루컴퍼니,N,N,,,,Y,빠나나 스캔들 [개정판],웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,돌샤,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,525799,453,260769,"빠르게, 리셋!",웹툰,구루컴퍼니,N,N,,,,Y,"빠르게, 리셋!",웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,이나,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529327,453,260916,사귀는 건 아냐(외부유통),웹툰,구루컴퍼니,N,N,,,,Y,사귀는 건 아냐(외부유통),웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,어진영,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,525511,453,260757,사랑과 정열,웹툰,구루컴퍼니,N,N,,,,Y,사랑과 정열,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,529903,453,260940,사랑에 대하여(외부유통)(단행본),웹툰,구루컴퍼니,N,N,,,,Y,사랑에 대하여(외부유통)(단행본),웹툰사업부,박민지,여성향,"BL,드라마",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,527335,453,260833,사랑은 가슴이 시킨다,웹툰,구루컴퍼니,N,N,,,,Y,사랑은 가슴이 시킨다,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Hongwa,홍과",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,523087,453,260656,사랑은 앵초색,웹툰,구루컴퍼니,N,N,,,,Y,사랑은 앵초색,웹툰사업부,박민지,여성향,"로맨스,드라마",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"Han Xu,Vitality Studio",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,527143,453,260825,사랑의 묘약,웹툰,구루컴퍼니,N,N,,,,Y,사랑의 묘약,웹툰사업부,박민지,여성향,"드라마,BL",구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,깜냥,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,토스(구루컴퍼니),구루컴퍼니,521383,453,260585,사범님이 데려온 아기가 수상해!,웹툰,구루컴퍼니,N,N,,,,Y,사범님이 데려온 아기가 수상해!,웹툰사업부,박민지,여성향,BL,구루컴퍼니_원본.xlsx,N,,,키다리스튜디오,연재,"su hyeon,suhyeon,سو هيون,수현",성인
