콘텐츠ID,콘텐츠명_IPS,콘텐츠명_판매채널조회,콘텐츠형태,귀속법인,서비스유형,작가필명,등급,장르,세부장르,담당부서,담당자명,판매채널콘텐츠_전체,지급정산관리_존재_채널수,정산정보없음_채널수,사용안함_채널수,콘텐츠단위_rename_위험,권장조치
112987,매화우,매화우,소설,키다리스튜디오,단행본,이서윤,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113026,모형정원의 나비 세트,모형정원의 나비 세트,소설,키다리스튜디오,단행본,바디바,성인,여성향,현대로맨스,소설유통팀,권소현,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113055,묘연만왕,묘연만왕,소설,키다리스튜디오,단행본,아도인,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113074,무림귀공자,무림귀공자,소설,키다리스튜디오,단행본,군옥당,비성인,남성향,무협,소설편집팀,이선근,6,0,6,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113094,무상검,무상검,소설,키다리스튜디오,단행본,광무,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113101,무심결,무심결,소설,키다리스튜디오,단행본,광무,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113218,밀풍대문,밀풍대문,소설,키다리스튜디오,단행본,내가위,비성인,남성향,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113308,백번째 남자,백번째 남자,소설,키다리스튜디오,단행본,박윤후,비성인,,현대로맨스,소설편집팀,이선근,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113333,백팔금수권,백팔금수권,소설,키다리스튜디오,단행본,광무,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113408,봄날의 캐슬,봄날의 캐슬,소설,키다리스튜디오,단행본,제이신예,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113455,불량 연애 세트,불량 연애 세트,소설,키다리스튜디오,단행본,틸루,성인,여성향,BL,봄툰소설편집팀,배지은,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113460,불륜 마인드,불륜 마인드,소설,키다리스튜디오,단행본,베릴 K,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113461,불륜 마인드(개정판),불륜 마인드(개정판),소설,키다리스튜디오,단행본,"베릴 K,베릴·K",성인,,현대로맨스,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113463,불멸의 새,불멸의 새,소설,키다리스튜디오,단행본,이혜경,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113522,비누향,비누향,소설,키다리스튜디오,단행본,녹색사막,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113544,비정혈루,비정혈루,소설,키다리스튜디오,단행본,광무,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113566,빨간 맛,빨간 맛,소설,키다리스튜디오,단행본,핑퐁,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113610,사랑방 아이돌,사랑방 아이돌,소설,키다리스튜디오,단행본,김윤수(집잃은 고양이),비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113689,사막의 남자,사막의 남자,소설,키다리스튜디오,단행본,박윤후,비성인,여성향,현대로맨스,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113754,삼랑소,삼랑소,소설,키다리스튜디오,단행본,"천중행,천중행박재영",비성인,남성향,무협,소설편집팀,이선근,8,0,8,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113774,상처,상처,소설,키다리스튜디오,단행본,얼음꽃,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113781,새벽의 오트,새벽의 오트,소설,키다리스튜디오,단행본,달다,비성인,,판타지,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113787,색녀,색녀,소설,키다리스튜디오,단행본,노출녀,성인,남성향,일반서,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113789,색녀 여사장의 유혹,색녀 여사장의 유혹,소설,키다리스튜디오,단행본,노출녀,성인,,일반서,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113792,색마혈세전,색마혈세전,소설,키다리스튜디오,단행본,제갈천,비성인,남성향,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113798,색황,색황,소설,키다리스튜디오,단행본,제갈천,비성인,,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113884,세상은 요지경(원제: 라 팔로마의 침묵),세상은 요지경(원제: 라 팔로마의 침묵),소설,키다리스튜디오,단행본,김용상,비성인,,일반서,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113911,소규모 문제아 학원,소규모 문제아 학원,소설,키다리스튜디오,단행본,"이설,이설(李薛)",비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113925,소리 없이,소리 없이,소설,키다리스튜디오,단행본,최양윤,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113976,소야,소야,소설,키다리스튜디오,단행본,제갈천,비성인,,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
113988,속 깊은 승은상궁 외전,속 깊은 승은상궁 외전,소설,키다리스튜디오,단행본,리리코스,성인,,"현대로맨스,로맨스",소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114018,순서 바꾸기,순서 바꾸기,소설,키다리스튜디오,단행본,"강경인,강경인(뿌띠첼)",비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114029,숨 막히도록(외전증보판),숨 막히도록(외전증보판),소설,키다리스튜디오,단행본,은밀,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114040,숨이 멎을 듯,숨이 멎을 듯,소설,키다리스튜디오,단행본,여름궁전,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114074,스테로이드,스테로이드,소설,키다리스튜디오,단행본,공호,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114096,시나브로 성인 감각소설 중편선,시나브로 성인 감각소설 중편선,소설,키다리스튜디오,단행본,시나브로,성인,,일반서,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114168,신혼만 원하는 여자(외전증보판),신혼만 원하는 여자(외전증보판),소설,키다리스튜디오,단행본,김애정,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114193,십교종사,십교종사,소설,키다리스튜디오,단행본,천중행,비성인,남성향,무협,소설편집팀,이선근,8,0,8,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114202,십색전기,십색전기,소설,키다리스튜디오,단행본,제갈천,비성인,,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114204,십왕책(개정판),십왕책(개정판),소설,키다리스튜디오,단행본,천중행,성인,남성향,성인물,소설편집팀,이선근,7,0,7,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114261,아름다운 날들의 고백(개정판),아름다운 날들의 고백(개정판),소설,키다리스튜디오,단행본,이인,성인,,현대로맨스,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114422,야야(野爺),야야(野爺),소설,키다리스튜디오,단행본,"내가위, 종린",비성인,남성향,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114493,"에로틱 고스트, 블루","에로틱 고스트, 블루",소설,키다리스튜디오,단행본,천설희,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114555,여탐정 최유리 시리즈,여탐정 최유리 시리즈,소설,키다리스튜디오,단행본,백휴,비성인,,일반서,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114573,"연(連), 피어오르다 합본","연(連), 피어오르다 합본",소설,키다리스튜디오,합본,희가,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114598,연애학점 2.3,연애학점 2.3,소설,키다리스튜디오,단행본,다혜,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114611,열기(熱氣),열기(熱氣),소설,키다리스튜디오,단행본,현진서,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114624,"열아홉, 너에게","열아홉, 너에게",소설,키다리스튜디오,단행본,최예리,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114630,열풍[무삭제판],열풍[무삭제판],소설,키다리스튜디오,단행본,하니,성인,여성향,현대로맨스,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114714,올 때 메론바! 합본,올 때 메론바! 합본,소설,키다리스튜디오,합본,Althaea,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114749,외도의 흔적,외도의 흔적,소설,키다리스튜디오,단행본,채의정,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114801,용투야,용투야,소설,키다리스튜디오,단행본,천중행,비성인,남성향,무협,소설편집팀,이선근,7,0,7,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114854,원월만도,원월만도,소설,키다리스튜디오,단행본,"고룡,고룡 | 박영창 번역",비성인,남성향,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114877,위소보전,위소보전,소설,키다리스튜디오,단행본,전용,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114899,유견추월심망연,유견추월심망연,소설,키다리스튜디오,단행본,상관월,비성인,남성향,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114905,유령의 노래,유령의 노래,소설,키다리스튜디오,단행본,윤쓰,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114922,유혹하는 겁니까? 합본,유혹하는 겁니까? 합본,소설,키다리스튜디오,합본,반트,성인,,현대로맨스,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114933,은밀하게 섹시하게 (무삭제),은밀하게 섹시하게 (무삭제),소설,키다리스튜디오,단행본,이중원,성인,,일반서,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114975,이 악당은 이제 제 겁니다,이 악당은 이제 제 겁니다,소설,키다리스튜디오,연재,교시,비성인,,로맨스판타지,소설유통팀,이규희,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
114987,이름을 세 번 부를 때까지,이름을 세 번 부를 때까지,소설,키다리스튜디오,단행본,두고,성인,여성향,BL,봄툰소설편집팀,허은지,6,0,6,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115001,이방인의 청혼,이방인의 청혼,소설,키다리스튜디오,단행본,설규연,비성인,여성향,현대로맨스,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115254,적애 합본(개정판),적애 합본(개정판),소설,키다리스튜디오,합본,김채하,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115261,적화랑,적화랑,소설,키다리스튜디오,단행본,아도인,비성인,,무협,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115305,절대마조,절대마조,소설,키다리스튜디오,단행본,천중행,비성인,남성향,무협,소설편집팀,이선근,8,0,8,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115311,절대쌍웅,절대쌍웅,소설,키다리스튜디오,단행본,군옥당,비성인,남성향,무협,소설편집팀,이선근,7,0,7,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115366,제세성존,제세성존,소설,키다리스튜디오,단행본,제갈천,비성인,남성향,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115374,제우스에게붙잡히다,제우스에게붙잡히다,소설,키다리스튜디오,단행본,눈웃음에미쳐,비성인,여성향,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115377,조선의 카사노바 소금장수 김생,조선의 카사노바 소금장수 김생,소설,키다리스튜디오,단행본,이수광,성인,,일반서,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115441,지독한 거짓말,지독한 거짓말,소설,키다리스튜디오,단행본,서미선,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115450,지상의 낙원,지상의 낙원,소설,키다리스튜디오,단행본,알리시아,성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115551,처음처럼,처음처럼,소설,키다리스튜디오,단행본,"삐삐,이희경",비성인,,"현대로맨스,BL",패밀리케어팀,남단미,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115558,천검후,천검후,소설,키다리스튜디오,단행본,유청림,비성인,,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115591,천마겁(무삭제본),천마겁(무삭제본),소설,키다리스튜디오,단행본,천중행,성인,,성인물,소설편집팀,이선근,4,0,4,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
115601,천마옥,천마옥,소설,키다리스튜디오,단행본,홍파,비성인,,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
