판정등급,조치,플랫폼,S2판매채널명,S2판매채널ID,거래처코드,거래처명,판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제키,판매채널콘텐츠_콘텐츠형태,지급정산관리_존재,정산서샘플_등장,사용안함_사용금지_표식,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,정산서샘플_등장파일
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,198224,112460,대상천하,대상천하,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,810434,321235,"부디, 당신께 바라기를",부디당신께바라기를,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,206736,113754,삼랑소,삼랑소,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,209289,114193,십교종사,십교종사,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,212582,114756,요마겁,요마겁,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,115524,114854,원월만도,원월만도,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,213861,114922,유혹하는 겁니까? 합본,유혹하는겁니까,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,214154,114987,이름을 세 번 부를 때까지,이름을세번부를때까지,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,163105,160049,쾌도낭자,쾌도낭자,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,220504,116022,팔왕예조,팔왕예조,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르(광고수익),33,6698601888,네이버웹툰 유한회사,181006,109919,[연재]베스트 단편 추리소설 걸작선,베스트단편추리소설걸작선,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
