묶음ID,순번,원버킷,감리버킷,추천판정,판매채널,현재정제키,행수,원문예시,best_same_score,same_channel_candidates,best_any_score,any_channel_candidates,S2존재채널,S2제목예시,priority
NOS2_01,38,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,밀리의 서재,사이코패스살인마는살고싶다,8,사이코패스 살인마는 살고 싶다,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::869922,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_01,41,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,교보문고(소설),야한규칙으로다따먹음,7,야한 규칙으로 다 따먹음 | 야한 규칙으로 다 따먹음 2권 | 야한 규칙으로 다 따먹음 3권 | 야한 규칙으로 다 따먹음 4권 | 야한 규칙으로 다 따먹음 5권 | 야한 규칙으로 다 따먹음 6권,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_01,42,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,구글(소설),망한세상에서나혼자각성,7,망한 세상에서 나 혼자 각성 1권 | 망한 세상에서 나 혼자 각성 2권 | 망한 세상에서 나 혼자 각성 3권 | 망한 세상에서 나 혼자 각성 4권 | 망한 세상에서 나 혼자 각성 5권 | 망한 세상에서 나 혼자 각성 6권,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_01,46,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,밀리의 서재,망한세상에서나혼자각성,6,망한 세상에서 나 혼자 각성,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::869922,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_02,53,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,리디북스(소설),망한세상에서나혼자각성,4,망한 세상에서 나 혼자 각성 1화 | 망한 세상에서 나 혼자 각성 2화 | 망한 세상에서 나 혼자 각성 3화 | 망한 세상에서 나 혼자 각성 4화,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::843419,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_02,63,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,구글(소설),독식하는재벌세,3,[10%할인] 독식하는 재벌 3세 2권 | 독식하는 재벌 3세 1권,0.9231,0.9231::1980 독식하는 재벌!::673476,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_02,64,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,리디북스(소설),아포칼립스인데나혼자농사,3,[e북]아포칼립스인데 나 혼자 농사 1권 | [e북]아포칼립스인데 나 혼자 농사 2권 | [e북]아포칼립스인데 나 혼자 농사 3권 (완결),0.91,0.91::0_아포칼립스인데나혼자농사_이루이_일반::489273,0.91,0.91::Yes24(서점)::0_아포칼립스인데나혼자농사_이루이_일반::846375 || 0.91::구글(소설)::0_아포칼립스인데나혼자농사_이루이_일반::846367 || 0.91::네이버_장르::0_아포칼립스인데나혼자농사_이루이_일반::809361 || 0.91::리디북스(소설)::0_아포칼립스인데나혼자농사_이루이_일반::489273 || 0.91::알라딘(소설)(1068659313)::0_아포칼립스인데나혼자농사_이루이_일반::901450,,,2
NOS2_02,69,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,판무림,독식하는재벌세,3,독식하는 재벌 3세,0.9231,0.9231::1980 독식하는 재벌!::673469,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_02,77,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,무툰(소설 서비스),독식하는재벌세,2,독식하는 재벌 3세 | 독식하는 재벌 3세 [단행본],0.9231,0.9231::1980 독식하는 재벌!::189499,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_02,78,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,무툰(소설 서비스),야한규칙으로다따먹음,2,야한 규칙으로 다 따먹음 | 야한 규칙으로 다 따먹음 [단행본],0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_02,79,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,무툰(소설 서비스),야한연극의ts주인공이되었다,2,야한 연극의 TS 주인공이 되었다 [단행본] | 야한 연극의 TS 주인공이 되었다,0.91,0.91::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878682,0.91,0.91::Yes24(서점)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921 || 0.91::교보문고(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905 || 0.91::네이버_연재::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::869286 || 0.91::네이버_장르::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::879209 || 0.91::리디북스(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::870811,,,2
NOS2_02,80,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미소설,야한규칙으로다따먹음,2,야한 규칙으로 다 따먹음,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::868870,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_02,81,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미스터블루(소설),늙은경비에게조교당하는스튜어디스의이야기,2,늙은 경비에게 조교당하는 스튜어디스의 이야기 | 늙은 경비에게 조교당하는 스튜어디스의 이야기 [단행본],0.91,0.91::늙은 경비에게 조교당하는 스튜어디스::164410,0.91,0.91::구글(소설)::늙은 경비에게 조교당하는 스튜어디스::567971 || 0.91::리디북스(소설)::늙은 경비에게 조교당하는 스튜어디스::164407 || 0.91::무툰(소설 서비스)::늙은 경비에게 조교당하는 스튜어디스::164408 || 0.91::미소설::늙은 경비에게 조교당하는 스튜어디스::164409 || 0.91::미스터블루(소설)::늙은 경비에게 조교당하는 스튜어디스::164410,,,2
NOS2_02,82,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미스터블루(소설),독식하는재벌세,2,독식하는 재벌 3세 | 독식하는 재벌 3세 [단행본],0.9231,0.9231::1980 독식하는 재벌!::189501,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_02,83,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미스터블루(소설),야한규칙으로다따먹음,2,야한 규칙으로 다 따먹음 | 야한 규칙으로 다 따먹음 [단행본],0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::869146,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_02,85,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,에피루스 이북클럽(B2C),망한세상에서나혼자각성,2,망한 세상에서 나 혼자 각성 2 | 망한 세상에서 나 혼자 각성 3,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::857097,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_02,86,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,에피루스 이북클럽(B2C),야한규칙으로다따먹음,2,야한 규칙으로 다 따먹음 6화 | 야한 규칙으로 다 따먹음 7화,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::891877,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_02,88,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,조아라(소설),야한규칙으로다따먹음,2,야한 규칙으로 다 따먹음 (단행본) | 야한 규칙으로 다 따먹음,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::869673,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_02,92,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,판무림,조금은야한우리회사,2,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::890389,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
OTHER_02,79,OTHER,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,한아름(P000003716),전직랭커는템빨로레벨업,2,[연재]전직 랭커는 템빨로 레벨 업!,0.91,0.91::갈드_윌라_전직 랭커는 템빨로 레벨 업!::703798,1.0,1.0::리디북스(이벤트)::(카카오)전직 랭커는 템빨로 레벨 업!::653201 || 1.0::모픽(mofic)::(카카오)전직 랭커는 템빨로 레벨 업!::847732 || 1.0::카카오페이지(선투자)::(카카오)전직 랭커는 템빨로 레벨 업!::705076 || 1.0::카카오페이지(창작지원금)::(카카오)전직 랭커는 템빨로 레벨 업!::705077 || 1.0::토스(소설)::(카카오)전직 랭커는 템빨로 레벨 업!::831220,"리디북스(이벤트), 모픽(mofic), 카카오페이지(선투자), 카카오페이지(창작지원금), 토스(소설)",(카카오)전직 랭커는 템빨로 레벨 업!,2
NOS2_02,96,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,Yes24(서점),야한연극의ts주인공이되었다,1,야한 연극의 TS 주인공이 되었다 1권,0.91,0.91::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921,0.91,0.91::Yes24(서점)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921 || 0.91::교보문고(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905 || 0.91::네이버_연재::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::869286 || 0.91::네이버_장르::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::879209 || 0.91::리디북스(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::870811,,,2
OTHER_02,85,OTHER,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,Yes24(서점),혜정이의야한이야기,1,혜정이의 야한 이야기 1권,0.91,0.91::0_혜정이의 야한 이야기_파워레인젖_일반::863943,1.0,1.0::원스토어(소설)::혜정이의 야한 이야기::848146 || 0.91::Yes24(서점)::0_혜정이의 야한 이야기_파워레인젖_일반::863943 || 0.91::교보문고(소설)::0_혜정이의 야한 이야기_파워레인젖_일반::844483 || 0.91::구글(소설)::0_혜정이의 야한 이야기_파워레인젖_일반::901111 || 0.91::네이버_연재::0_혜정이의 야한 이야기_파워레인젖_일반::854486,원스토어(소설),혜정이의 야한 이야기,2
NOS2_02,100,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,교보문고(소설),야한연극의ts주인공이되었다,1,야한 연극의 TS 주인공이 되었다,0.91,0.91::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905,0.91,0.91::Yes24(서점)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921 || 0.91::교보문고(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905 || 0.91::네이버_연재::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::869286 || 0.91::네이버_장르::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::879209 || 0.91::리디북스(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::870811,,,2
NOS2_03,101,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,교보문고(소설),조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::873923,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
NOS2_03,110,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,구글(소설),"추억,순간의바람이되어",1,추억， 순간의 바람이 되어 1권,0.9524,"0.9524::추억, 순간의 바람이 되어::589734",0.9524,"0.9524::구글(소설)::추억, 순간의 바람이 되어::589734",,,2
NOS2_03,114,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,네이버_연재,고인물무림에가다,1,"고인물, 무림에 가다 [독점]",0.91,0.91::고인물 무림에 가다_갈드_창작지원금::901052,0.91,0.91::네이버_연재::고인물 무림에 가다_갈드_창작지원금::901052 || 0.91::네이버_장르::고인물 무림에 가다_갈드_창작지원금::901059 || 0.91::무툰(소설 서비스)::고인물 무림에 가다_갈드_창작지원금::901082 || 0.91::조아라(소설)::고인물 무림에 가다_갈드_창작지원금::901680 || 0.91::카카오페이지(선투자)::고인물 무림에 가다_갈드_창작지원금::901947,,,2
NOS2_03,116,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,네이버_연재,독식하는재벌세,1,독식하는 재벌 3세,0.9231,0.9231::1980 독식하는 재벌!::488558,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_03,117,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,네이버_연재,드래곤잡으려다내가잡힘,1,드래곤 잡으려다 내가 잡힘?! [독점],0.91,0.91::0_드래곤 잡으려다 내가 잡힘_이루이_일반::864374,0.91,0.91::교보문고(소설)::0_드래곤 잡으려다 내가 잡힘_이루이_일반::854412 || 0.91::네이버_연재::0_드래곤 잡으려다 내가 잡힘_이루이_일반::864374,,,2
NOS2_03,118,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,네이버_연재,망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
