청구정산마스터ID,계약ID,판매채널ID,판매채널명,대표콘텐츠명,정제_대표콘텐츠명,청구정산상태,승인상태,거래처명,계약명,계약종료일,계약콘텐츠수,담당자,담당부서,분리사유
600649,79623,1205,대만-건행문화,하프 오브 미(소설),하프오브미,운영중,승인,"Chien Hsing Publishing Co.,Ltd","20250623_하프 오브 미(소설)_Chien Hsing Publishing Co.,Ltd",2025-06-23,1,김수영,Sql Error,청구정산 후보
600648,79616,461,스토리위즈,신수전,신수전,운영중,승인,스토리위즈,20250627_신수전_스토리위즈,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600643,79577,461,스토리위즈,Doggy Lovey,doggylovey,운영중,승인,스토리위즈,20250626_Doggy Lovey_스토리위즈,2025-06-30,1,이혜정,Sql Error,청구정산 후보
600642,79575,31,카카오페이지(선투자),20250625_카카오_마늘소금 작가 일체_CHUNG MI SOO,카카오마늘소금작가일체chungmisoo,운영중,승인,주식회사 카카오엔터테인먼트,20250626_20250625_카카오_마늘소금 작가 일체_CHUNG MI SOO_주식회사 카카오엔터테인먼트,2025-06-26,1,조원재,소설1팀,청구정산 후보
600640,79559,31,카카오페이지(선투자),<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,회귀한아포칼립스의폭군및이형석작가카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250601_<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체 _주식회사 카카오엔터테인먼트,2025-06-25,1,김경민,소설1팀,청구정산 후보
600601,79504,547,인도네시아-네이버,왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,운영중,승인,네이버웹툰 유한회사,20250624_왕자님은 양파따위에 울지 않는다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600600,79504,546,태국-네이버,왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,운영중,승인,네이버웹툰 유한회사,20250624_왕자님은 양파따위에 울지 않는다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600599,79503,547,인도네시아-네이버,프로젝트 S,프로젝트s,운영중,승인,네이버웹툰 유한회사,20250624_프로젝트 S_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600598,79502,547,인도네시아-네이버,악마는 레이디를 키운다,악마는레이디를키운다,운영중,승인,네이버웹툰 유한회사,20250624_악마는 레이디를 키운다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600597,79501,31,카카오페이지(선투자),근육조선,근육조선,운영중,승인,주식회사 카카오엔터테인먼트,20250624_근육조선_주식회사 카카오엔터테인먼트,2025-06-01,1,박민지,Sql Error,청구정산 후보
600596,79500,31,카카오페이지(선투자),왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,운영중,승인,주식회사 카카오엔터테인먼트,20250624_왕자님은 양파따위에 울지 않는다_주식회사 카카오엔터테인먼트,2025-06-01,1,박민지,Sql Error,청구정산 후보
600595,79499,547,인도네시아-네이버,내 룸메이트를 소개합니다,내룸메이트를소개합니다,운영중,승인,네이버웹툰 유한회사,20250624_내 룸메이트를 소개합니다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600594,79498,546,태국-네이버,남동생이 꽃길을 강요한다,남동생이꽃길을강요한다,운영중,승인,네이버웹툰 유한회사,20250624_남동생이 꽃길을 강요한다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600593,79498,547,인도네시아-네이버,남동생이 꽃길을 강요한다,남동생이꽃길을강요한다,운영중,승인,네이버웹툰 유한회사,20250624_남동생이 꽃길을 강요한다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600592,79498,539,대만-네이버,남동생이 꽃길을 강요한다,남동생이꽃길을강요한다,운영중,승인,네이버웹툰 유한회사,20250624_남동생이 꽃길을 강요한다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600591,79491,461,스토리위즈,조상에게 박수를,조상에게박수를,운영중,승인,스토리위즈,20250624_조상에게 박수를_스토리위즈,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600590,79490,539,대만-네이버,역광의이면(외부유통),역광의이면,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600589,79490,539,대만-네이버,[크리스마스 단편선]남사친 사용법(외부유통),남사친사용법,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600588,79490,539,대만-네이버,어느 쪽이 좋아?,어느쪽이좋아,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600587,79490,539,대만-네이버,사랑도 재활용이 되나요?,사랑도재활용이되나요,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600586,79490,539,대만-네이버,리빙 윌,리빙윌,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600585,79490,539,대만-네이버,비아그라 저스트 프렌드,비아그라저스트프렌드,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600584,79490,539,대만-네이버,오늘부로 파트너십 종료합니다.,오늘부로파트너십종료합니다,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600583,79490,539,대만-네이버,내가 싫어한 그 여자,내가싫어한그여자,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600582,79490,539,대만-네이버,종막,종막,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600581,79490,539,대만-네이버,나비처럼 날아 벌처럼 쏘다,나비처럼날아벌처럼쏘다,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600580,79490,539,대만-네이버,늪 속의 불,늪속의불,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600579,79490,539,대만-네이버,"꽃은 꽃으로, 잎은 잎으로",꽃은꽃으로잎은잎으로,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600578,79490,539,대만-네이버,백작가의 사생아가 결혼하면,백작가의사생아가결혼하면,운영중,승인,네이버웹툰 유한회사,20250509_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600577,79486,1204,네이버-스페인,백작가의 사생아가 결혼하면,백작가의사생아가결혼하면,운영중,승인,네이버웹툰 유한회사,20250624_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600576,79484,547,인도네시아-네이버,왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,종료,승인,네이버웹툰 유한회사,20250624_왕자님은 양파따위에 울지 않는다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600575,79484,546,태국-네이버,왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,종료,승인,네이버웹툰 유한회사,20250624_왕자님은 양파따위에 울지 않는다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600574,79482,546,태국-네이버,왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,종료,승인,네이버웹툰 유한회사,20250624_왕자님은 양파따위에 울지 않는다_네이버웹툰 유한회사,2025-06-24,1,서수미,해외사업팀,청구정산 후보
600573,79482,539,대만-네이버,왕자님은 양파따위에 울지 않는다,왕자님은양파따위에울지않는다,종료,승인,네이버웹툰 유한회사,20250624_왕자님은 양파따위에 울지 않는다_네이버웹툰 유한회사,2025-06-24,1,서수미,해외사업팀,청구정산 후보
600572,79480,1204,네이버-스페인,백작가의 사생아가 결혼하면,백작가의사생아가결혼하면,종료,승인,네이버웹툰 유한회사,20250624_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-06-24,1,서수미,해외사업팀,청구정산 후보
600571,79462,546,태국-네이버,성공한 덕후의 사정,성공한덕후의사정,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600570,79462,546,태국-네이버,루시아,루시아,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600569,79462,546,태국-네이버,흑룡연인(외부유통),흑룡연인,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600568,79462,546,태국-네이버,남주는 정중히 사양하겠습니다!,남주는정중히사양하겠습니다,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600567,79462,546,태국-네이버,쉘든가 97번지 의상실(외부유통),쉘든가번지의상실,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600566,79462,546,태국-네이버,싫어해,싫어해,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600565,79462,546,태국-네이버,외과의사 엘리제,외과의사엘리제,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600564,79462,546,태국-네이버,빛과 그림자,빛과그림자,운영중,승인,네이버웹툰 유한회사,20250623_빛과 그림자_네이버웹툰 유한회사,2025-06-23,1,서수미,해외사업팀,청구정산 후보
600563,79450,1083,프랑스-네이버,착한 여친(외부유통),착한여친,운영중,승인,네이버웹툰 유한회사,20250623_착한 여친(외부유통)_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600562,79449,1081,미국-네이버,살인귀의 아이를 낳았다,살인귀의아이를낳았다,운영중,승인,네이버웹툰 유한회사,20250623_소양공주와 해치_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600561,79449,1081,미국-네이버,그레이스 길들이기,그레이스길들이기,운영중,승인,네이버웹툰 유한회사,20250623_소양공주와 해치_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600560,79449,1081,미국-네이버,쉘든가 97번지 의상실(외부유통),쉘든가번지의상실,운영중,승인,네이버웹툰 유한회사,20250623_소양공주와 해치_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600559,79449,1081,미국-네이버,식사하고 가세요!,식사하고가세요,운영중,승인,네이버웹툰 유한회사,20250623_소양공주와 해치_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600558,79449,1081,미국-네이버,소양공주와 해치,소양공주와해치,운영중,승인,네이버웹툰 유한회사,20250623_소양공주와 해치_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600557,79448,1254,미국-퍼블랑,페이백,페이백,운영중,승인,Publang LLC,20250620_페이백_Publang LLC,2025-06-20,1,신수민,Sql Error,청구정산 후보
600556,79445,539,대만-네이버,어느 쪽이 좋아?,어느쪽이좋아,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600555,79445,539,대만-네이버,사랑도 재활용이 되나요?,사랑도재활용이되나요,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600554,79445,539,대만-네이버,리빙 윌,리빙윌,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600553,79445,539,대만-네이버,오늘부로 파트너십 종료합니다.,오늘부로파트너십종료합니다,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600552,79445,539,대만-네이버,내가 싫어한 그 여자,내가싫어한그여자,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600551,79445,539,대만-네이버,종막,종막,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600550,79445,539,대만-네이버,나비처럼 날아 벌처럼 쏘다,나비처럼날아벌처럼쏘다,종료,승인,네이버웹툰 유한회사,20250623_나비처럼 날아 벌처럼 쏘다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600549,79435,539,대만-네이버,역광의이면(외부유통),역광의이면,종료,승인,네이버웹툰 유한회사,20250623_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600548,79435,539,대만-네이버,[크리스마스 단편선]남사친 사용법(외부유통),남사친사용법,종료,승인,네이버웹툰 유한회사,20250623_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600547,79435,539,대만-네이버,비아그라 저스트 프렌드,비아그라저스트프렌드,종료,승인,네이버웹툰 유한회사,20250623_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600546,79435,539,대만-네이버,늪 속의 불,늪속의불,종료,승인,네이버웹툰 유한회사,20250623_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600545,79435,539,대만-네이버,"꽃은 꽃으로, 잎은 잎으로",꽃은꽃으로잎은잎으로,종료,승인,네이버웹툰 유한회사,20250623_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600544,79435,539,대만-네이버,백작가의 사생아가 결혼하면,백작가의사생아가결혼하면,종료,승인,네이버웹툰 유한회사,20250623_백작가의 사생아가 결혼하면_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600543,79367,1209,대만-seekpage,새디스틱 뷰티: 외전B,새디스틱뷰티b,운영중,승인,SeekPage Culture Ltd,20250611_새디스틱 뷰티: 외전B_SeekPage Culture Ltd,2025-06-11,1,김수영,Sql Error,청구정산 후보
600542,79366,1209,대만-seekpage,죽이는 관계,죽이는관계,운영중,승인,SeekPage Culture Ltd,20250611_죽이는 관계_SeekPage Culture Ltd,2025-06-11,1,김수영,Sql Error,청구정산 후보
600541,79337,563,벨툰JP(봄툰B2BC)(F000000019),오직 성령의 열매는,오직성령의열매는,운영중,승인,레진엔터테인먼트,20250618_오직 성령의 열매는_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600540,79337,554,레진JP(봄툰B2BC)(F000000019),오직 성령의 열매는,오직성령의열매는,운영중,승인,레진엔터테인먼트,20250618_오직 성령의 열매는_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600539,79336,563,벨툰JP(봄툰B2BC)(F000000019),전능한 그대의 요람,전능한그대의요람,운영중,승인,레진엔터테인먼트,20250618_전능한 그대의 요람_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600538,79336,554,레진JP(봄툰B2BC)(F000000019),전능한 그대의 요람,전능한그대의요람,운영중,승인,레진엔터테인먼트,20250618_전능한 그대의 요람_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600537,79335,563,벨툰JP(봄툰B2BC)(F000000019),부인 말고 나는 어때,부인말고나는어때,운영중,승인,레진엔터테인먼트,20250618_부인 말고 나는 어때_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600536,79335,554,레진JP(봄툰B2BC)(F000000019),부인 말고 나는 어때,부인말고나는어때,운영중,승인,레진엔터테인먼트,20250618_부인 말고 나는 어때_레진엔터테인먼트,2025-03-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600535,79334,563,벨툰JP(봄툰B2BC)(F000000019),실격 알파,실격알파,운영중,승인,레진엔터테인먼트,20250618_실격 알파_레진엔터테인먼트,2025-03-05,1,최세은,봄툰콘텐츠팀,청구정산 후보
600534,79334,554,레진JP(봄툰B2BC)(F000000019),실격 알파,실격알파,운영중,승인,레진엔터테인먼트,20250618_실격 알파_레진엔터테인먼트,2025-03-05,1,최세은,봄툰콘텐츠팀,청구정산 후보
600533,79333,563,벨툰JP(봄툰B2BC)(F000000019),얀의 결박,얀의결박,운영중,승인,레진엔터테인먼트,20250618_얀의 결박_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600532,79333,554,레진JP(봄툰B2BC)(F000000019),얀의 결박,얀의결박,운영중,승인,레진엔터테인먼트,20250618_얀의 결박_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600531,79332,563,벨툰JP(봄툰B2BC)(F000000019),나랑도 사귀어 주라,나랑도사귀어주라,운영중,승인,레진엔터테인먼트,20250618_나랑도 사귀어 주라_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600530,79332,554,레진JP(봄툰B2BC)(F000000019),나랑도 사귀어 주라,나랑도사귀어주라,운영중,승인,레진엔터테인먼트,20250618_나랑도 사귀어 주라_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600529,79331,563,벨툰JP(봄툰B2BC)(F000000019),검은 머리 짐승의 사랑,검은머리짐승의사랑,운영중,승인,레진엔터테인먼트,20250618_검은 머리 짐승의 사랑_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600528,79331,554,레진JP(봄툰B2BC)(F000000019),검은 머리 짐승의 사랑,검은머리짐승의사랑,운영중,승인,레진엔터테인먼트,20250618_검은 머리 짐승의 사랑_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600527,79330,563,벨툰JP(봄툰B2BC)(F000000019),작전명 마레오,작전명마레오,운영중,승인,레진엔터테인먼트,20250618_작전명 마레오_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600526,79330,554,레진JP(봄툰B2BC)(F000000019),작전명 마레오,작전명마레오,운영중,승인,레진엔터테인먼트,20250618_작전명 마레오_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600525,79329,563,벨툰JP(봄툰B2BC)(F000000019),후배가 도와드리겠습니다,후배가도와드리겠습니다,운영중,승인,레진엔터테인먼트,20250618_후배가 도와드리겠습니다_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600524,79329,554,레진JP(봄툰B2BC)(F000000019),후배가 도와드리겠습니다,후배가도와드리겠습니다,운영중,승인,레진엔터테인먼트,20250618_후배가 도와드리겠습니다_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600523,79328,563,벨툰JP(봄툰B2BC)(F000000019),운룡풍호,운룡풍호,운영중,승인,레진엔터테인먼트,20250618_운룡풍호_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600522,79328,554,레진JP(봄툰B2BC)(F000000019),운룡풍호,운룡풍호,운영중,승인,레진엔터테인먼트,20250618_운룡풍호_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600521,79327,563,벨툰JP(봄툰B2BC)(F000000019),사랑하는 도련님에게,사랑하는도련님에게,운영중,승인,레진엔터테인먼트,20250618_사랑하는 도련님에게_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600520,79327,554,레진JP(봄툰B2BC)(F000000019),사랑하는 도련님에게,사랑하는도련님에게,운영중,승인,레진엔터테인먼트,20250618_사랑하는 도련님에게_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600519,79326,563,벨툰JP(봄툰B2BC)(F000000019),핸드 투 핸드(Hand to Hand),핸드투핸드,운영중,승인,레진엔터테인먼트,20250618_핸드 투 핸드(Hand to Hand)_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600518,79326,554,레진JP(봄툰B2BC)(F000000019),핸드 투 핸드(Hand to Hand),핸드투핸드,운영중,승인,레진엔터테인먼트,20250618_핸드 투 핸드(Hand to Hand)_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600517,79325,563,벨툰JP(봄툰B2BC)(F000000019),"쿵쿵쿵, 형! 저 딜돈데요",쿵쿵쿵형저딜돈데요,운영중,승인,레진엔터테인먼트,"20250618_쿵쿵쿵, 형! 저 딜돈데요_레진엔터테인먼트",2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600516,79325,554,레진JP(봄툰B2BC)(F000000019),"쿵쿵쿵, 형! 저 딜돈데요",쿵쿵쿵형저딜돈데요,운영중,승인,레진엔터테인먼트,"20250618_쿵쿵쿵, 형! 저 딜돈데요_레진엔터테인먼트",2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600515,79324,563,벨툰JP(봄툰B2BC)(F000000019),거짓말은 하지 마요,거짓말은하지마요,운영중,승인,레진엔터테인먼트,20250618_거짓말은 하지 마요_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600514,79324,554,레진JP(봄툰B2BC)(F000000019),거짓말은 하지 마요,거짓말은하지마요,운영중,승인,레진엔터테인먼트,20250618_거짓말은 하지 마요_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600513,79323,563,벨툰JP(봄툰B2BC)(F000000019),인간이 너무해,인간이너무해,운영중,승인,레진엔터테인먼트,20250618_인간이 너무해_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600512,79323,554,레진JP(봄툰B2BC)(F000000019),인간이 너무해,인간이너무해,운영중,승인,레진엔터테인먼트,20250618_인간이 너무해_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600511,79319,563,벨툰JP(봄툰B2BC)(F000000019),월은야담,월은야담,운영중,승인,레진엔터테인먼트,20250618_월은야담_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600510,79319,554,레진JP(봄툰B2BC)(F000000019),월은야담,월은야담,운영중,승인,레진엔터테인먼트,20250618_월은야담_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600509,79318,563,벨툰JP(봄툰B2BC)(F000000019),멜트 블레스 유,멜트블레스유,운영중,승인,레진엔터테인먼트,20250618_멜트 블레스 유_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600508,79318,554,레진JP(봄툰B2BC)(F000000019),멜트 블레스 유,멜트블레스유,운영중,승인,레진엔터테인먼트,20250618_멜트 블레스 유_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600507,79310,563,벨툰JP(봄툰B2BC)(F000000019),내 사랑도 고쳐주세요,내사랑도고쳐주세요,운영중,승인,레진엔터테인먼트,20250618_내 사랑도 고쳐주세요_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600506,79310,554,레진JP(봄툰B2BC)(F000000019),내 사랑도 고쳐주세요,내사랑도고쳐주세요,운영중,승인,레진엔터테인먼트,20250618_내 사랑도 고쳐주세요_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600505,79308,563,벨툰JP(봄툰B2BC)(F000000019),악마는 마침내 ROCK을,악마는마침내rock을,운영중,승인,레진엔터테인먼트,20250618_악마는 마침내 ROCK을_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600504,79308,554,레진JP(봄툰B2BC)(F000000019),악마는 마침내 ROCK을,악마는마침내rock을,운영중,승인,레진엔터테인먼트,20250618_악마는 마침내 ROCK을_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600503,79306,563,벨툰JP(봄툰B2BC)(F000000019),흑연,흑연,운영중,승인,레진엔터테인먼트,20250618_흑연_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600502,79306,554,레진JP(봄툰B2BC)(F000000019),흑연,흑연,운영중,승인,레진엔터테인먼트,20250618_흑연_레진엔터테인먼트,2025-01-24,1,최세은,봄툰콘텐츠팀,청구정산 후보
600501,79305,563,벨툰JP(봄툰B2BC)(F000000019),1995 청춘 레포트,청춘레포트,운영중,승인,레진엔터테인먼트,20250618_1995 청춘 레포트_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600500,79305,554,레진JP(봄툰B2BC)(F000000019),1995 청춘 레포트,청춘레포트,운영중,승인,레진엔터테인먼트,20250618_1995 청춘 레포트_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600499,79303,563,벨툰JP(봄툰B2BC)(F000000019),코티지 가든(Cottage garden),코티지가든,운영중,승인,레진엔터테인먼트,20250618_코티지 가든(Cottage garden)_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600498,79303,554,레진JP(봄툰B2BC)(F000000019),코티지 가든(Cottage garden),코티지가든,운영중,승인,레진엔터테인먼트,20250618_코티지 가든(Cottage garden)_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600497,79302,563,벨툰JP(봄툰B2BC)(F000000019),아마도 매일 비,아마도매일비,운영중,승인,레진엔터테인먼트,20250618_아마도 매일 비_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600496,79302,554,레진JP(봄툰B2BC)(F000000019),아마도 매일 비,아마도매일비,운영중,승인,레진엔터테인먼트,20250618_아마도 매일 비_레진엔터테인먼트,2024-11-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600495,79275,563,벨툰JP(봄툰B2BC)(F000000019),맛있어져라 얍♡,맛있어져라얍♡,운영중,승인,레진엔터테인먼트,20250617_맛있어져라 얍♡_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
