청구정산마스터ID,계약ID,판매채널ID,판매채널명,대표콘텐츠명,정제_대표콘텐츠명,청구정산상태,승인상태,거래처명,계약명,계약종료일,계약콘텐츠수,담당자,담당부서,분리사유
600854,82480,1112,[IP프듀] 주식회사 레진엔터테인먼트,[CP웹툰] 함부로 동정하지 말 것,함부로동정하지말것,운영중,승인,레진엔터테인먼트,20251104_[CP웹툰] 함부로 동정하지 말 것_레진엔터테인먼트,2025-10-01,1,노종아,IP프로듀싱팀,청구정산 후보
600853,82389,1205,대만-건행문화,그 기억의 끝에(소설),그기억의끝에,운영중,승인,"Chien Hsing Publishing Co.,Ltd","20250930_그 기억의 끝에(소설)_Chien Hsing Publishing Co.,Ltd",2025-09-30,1,김수영,Sql Error,청구정산 후보
600852,82388,1205,대만-건행문화,그 기억의 끝에,그기억의끝에,운영중,승인,"Chien Hsing Publishing Co.,Ltd","20250930_그 기억의 끝에_Chien Hsing Publishing Co.,Ltd",2025-09-30,1,김수영,Sql Error,청구정산 후보
600851,82340,31,카카오페이지(선투자),[사용안함]_SSS급 괴물 사냥꾼_나 홀로 마법사_웰컴 투 메모리_유산 받아 레벨 업!_모탈 신드롬_SSS급 천재_핵무기도 만들어 드릴까요?_핵무기도 만들어 드림_북홀릭,sss급괴물사냥꾼나홀로마법사웰컴투메모리유산받아레벨업모탈신드롬sss급천재핵무기도만들어드릴까요핵무기도만들어드림북홀릭,운영중,승인,주식회사 카카오엔터테인먼트,20251029_<핵무기도 만들어 드릴까요> 및 북홀릭 작가 카카오페이지 서비스 작품 일체_주식회사 카카오엔터테인먼트,2025-10-29,1,조원재,소설편집팀,청구정산 후보
600850,82338,1205,대만-건행문화,하프 오브 미(소설),하프오브미,운영중,승인,"Chien Hsing Publishing Co.,Ltd","20250925_하프 오브 미(소설)_special editon_Chien Hsing Publishing Co.,Ltd",2025-09-25,1,김수영,Sql Error,청구정산 후보
600849,82336,1205,대만-건행문화,하프 오브 미,하프오브미,운영중,승인,"Chien Hsing Publishing Co.,Ltd","20251002_하프 오브 미_special edition_Chien Hsing Publishing Co.,Ltd",2025-10-02,1,김수영,Sql Error,청구정산 후보
600848,82330,31,카카오페이지(선투자),[사용안함]_독식하는 재벌 3세_마법 배운 재벌집 늦둥이_미생법사_순혈의 헌터_스킬스_스킬스 - 현대편_시간의 마에스트로_연봉 1조 신입사원_현자귀환_서오,독식하는재벌세마법배운재벌집늦둥이미생법사순혈의헌터스킬스스킬스현대편시간의마에스트로연봉조신입사원현자귀환서오,운영중,승인,주식회사 카카오엔터테인먼트,20251028_<마법 배운 재벌집 늦둥이> 및 유동우 카카오페이지 서비스 작품 일체(청구)_주식회사 카카오엔터테인먼트,2025-10-28,1,조원재,소설편집팀,청구정산 후보
600836,82139,1294,중국-시론(항저우),식후경 시즌1,식후경,운영중,승인,"Hangzhou Xiron Books Co., Ltd.","20250910_식후경 시즌1_Hangzhou Xiron Books Co., Ltd.",2025-09-10,1,김수영,Sql Error,청구정산 후보
600835,82042,1254,미국-퍼블랑,디파인 더 릴레이션십 (US 출판),디파인더릴레이션십,운영중,승인,Publang LLC,20251020_디파인 더 릴레이션십 (US 출판)_Publang LLC,2025-10-20,1,신수민,Sql Error,청구정산 후보
600833,81688,1110,[IP프듀] 투유드림,[CP웹툰] 로그아웃이 너무 어렵다,로그아웃이너무어렵다,운영중,승인,주식회사 투유드림,251001_로그아웃이 너무 어렵다_원작저작물의웹툰작성권및사용계약서,2025-10-01,1,노종아,IP프로듀싱팀,청구정산 후보
600832,81687,1110,[IP프듀] 투유드림,"[CP웹툰] 노가다 김씨, 자동사냥으로 꿀 빱니다",노가다김씨자동사냥으로꿀빱니다,운영중,승인,주식회사 투유드림,"251001_노가다 김씨, 자동사냥으로 꿀 빱니다_원작저작물의웹툰작성권및사용계약서",2025-10-14,1,노종아,IP프로듀싱팀,청구정산 후보
600831,81673,1107,블라이스 셀렉트,사랑과 정열,사랑과정열,운영중,승인,주식회사 밀리의서재,20251013_극락신선_주식회사 밀리의서재,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600830,81673,1107,블라이스 셀렉트,금수만도 못한 팔자,금수만도못한팔자,운영중,승인,주식회사 밀리의서재,20251013_극락신선_주식회사 밀리의서재,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600829,81673,1107,블라이스 셀렉트,극락신선,극락신선,운영중,승인,주식회사 밀리의서재,20251013_극락신선_주식회사 밀리의서재,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600828,81671,1107,블라이스 셀렉트,너의 연기가 부담스러워,너의연기가부담스러워,운영중,승인,주식회사 밀리의서재,20251013_경적필패_주식회사 밀리의서재,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600827,81671,1107,블라이스 셀렉트,들린다고 말해,들린다고말해,운영중,승인,주식회사 밀리의서재,20251013_경적필패_주식회사 밀리의서재,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600826,81671,1107,블라이스 셀렉트,경적필패,경적필패,운영중,승인,주식회사 밀리의서재,20251013_경적필패_주식회사 밀리의서재,2025-05-31,1,이혜정,Sql Error,청구정산 후보
600824,81564,1137,중국-콰이칸(스튜디오M),메디컬 환생(CN),메디컬환생,운영중,승인,"Beijing Kuaikan Dimensional Information Technology Co., Ltd.","20251001_메디컬 환생(CN)_Beijing Kuaikan Dimensional Information Technology Co., Ltd.",2024-09-30,1,이한별,해외사업팀,청구정산 후보
600821,81483,31,카카오페이지(선투자),20250901_카카오 선투자_구로수번 작가_10차_주식회사 카카오엔터테인먼트,카카오선투자구로수번작가차주식회사카카오엔터테인먼트,운영중,승인,주식회사 카카오엔터테인먼트,20250929_20250901_카카오 선투자_구로수번 작가_10차_주식회사 카카오엔터테인먼트_주식회사 카카오엔터테인먼트,2025-09-29,1,한재현,소설1팀,청구정산 후보
600818,81428,31,카카오페이지(선투자),<걸황무적> 및 송재일 작가 카카오페이지 서비스 작품 일체,걸황무적및송재일작가카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,<걸황무적> 및 송재일 작가 카카오 선투자 작품 일체_주식회사 카카오엔터테인먼트,2025-09-25,1,김경민,소설1팀,청구정산 후보
600817,81400,1002,대만-리브북스,"새벽, 구름, 강 4-5권",새벽구름강,운영중,승인,"REVE BOOKS CO., LTD","20250925_새벽, 구름, 강 4-5권_REVE BOOKS CO., LTD",2025-09-25,1,김수영,Sql Error,청구정산 후보
600814,81247,1016,미국-세븐시즈,체크메이트,체크메이트,운영중,승인,"Seven Seas Entertainment, Inc.",체크메이트_Seven Seas Entertainment_미국출판_시즌2,2025-08-15,1,신수민,Sql Error,청구정산 후보
600813,81219,31,카카오페이지(선투자),<복수하는 김에 재벌도 되겠습니다> 및 카카오페이지 서비스 작품 일체,복수하는김에재벌도되겠습니다및카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250919_ <복수하는 김에 재벌도 되겠습니다> 및 카카오페이지 서비스 작품 일체_주식회사 카카오엔터테인먼트,2025-09-19,1,천승민,소설1팀,청구정산 후보
600812,81214,31,카카오페이지(선투자),<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체,회귀한아포칼립스의폭군및이형석작가카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250901_<회귀한 아포칼립스의 폭군> 및 이형석 작가 카카오페이지 서비스 작품 일체_주식회사 카카오엔터테인먼트,2025-09-01,1,김경민,소설1팀,청구정산 후보
600811,81209,31,카카오페이지(선투자),<검혼기행> 및 촌공 작가 카카오페이지 서비스 작품 일체,검혼기행및촌공작가카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250901_[카카오]검혼기행_주식회사 카카오엔터테인먼트,2025-09-01,1,김경민,소설1팀,청구정산 후보
600810,81208,554,레진JP(봄툰B2BC)(F000000019),별채의 유령,별채의유령,운영중,승인,레진엔터테인먼트,20250919_짝사랑 피날레_레진엔터테인먼트,2025-03-05,1,최세은,글로벌소싱팀,청구정산 후보
600809,81208,554,레진JP(봄툰B2BC)(F000000019),부부 페로몬 클리닉,부부페로몬클리닉,운영중,승인,레진엔터테인먼트,20250919_짝사랑 피날레_레진엔터테인먼트,2025-03-05,1,최세은,글로벌소싱팀,청구정산 후보
600808,81208,554,레진JP(봄툰B2BC)(F000000019),합법 세컨드,합법세컨드,운영중,승인,레진엔터테인먼트,20250919_짝사랑 피날레_레진엔터테인먼트,2025-03-05,1,최세은,글로벌소싱팀,청구정산 후보
600807,81208,554,레진JP(봄툰B2BC)(F000000019),짝사랑 피날레,짝사랑피날레,운영중,승인,레진엔터테인먼트,20250919_짝사랑 피날레_레진엔터테인먼트,2025-03-05,1,최세은,글로벌소싱팀,청구정산 후보
600806,81207,554,레진JP(봄툰B2BC)(F000000019),아드님의 첫사랑이 되었습니다,아드님의첫사랑이되었습니다,운영중,승인,레진엔터테인먼트,20250919_아드님의 첫사랑이 되었습니다_레진엔터테인먼트,2024-07-30,1,최세은,글로벌소싱팀,청구정산 후보
600805,81205,563,벨툰JP(봄툰B2BC)(F000000019),이룡의 반려,이룡의반려,운영중,승인,레진엔터테인먼트,20250919_사냥 당한 악마_레진엔터테인먼트,2025-06-01,1,최세은,글로벌소싱팀,청구정산 후보
600804,81205,563,벨툰JP(봄툰B2BC)(F000000019),사냥 당한 악마,사냥당한악마,운영중,승인,레진엔터테인먼트,20250919_사냥 당한 악마_레진엔터테인먼트,2025-06-01,1,최세은,글로벌소싱팀,청구정산 후보
600803,81205,554,레진JP(봄툰B2BC)(F000000019),이룡의 반려,이룡의반려,운영중,승인,레진엔터테인먼트,20250919_사냥 당한 악마_레진엔터테인먼트,2025-06-01,1,최세은,글로벌소싱팀,청구정산 후보
600802,81205,554,레진JP(봄툰B2BC)(F000000019),사냥 당한 악마,사냥당한악마,운영중,승인,레진엔터테인먼트,20250919_사냥 당한 악마_레진엔터테인먼트,2025-06-01,1,최세은,글로벌소싱팀,청구정산 후보
600801,81204,563,벨툰JP(봄툰B2BC)(F000000019),배드 애플(BAD APPLE),배드애플,운영중,승인,레진엔터테인먼트,20250919_배드 애플(BAD APPLE)_레진엔터테인먼트,2025-04-04,1,최세은,글로벌소싱팀,청구정산 후보
600800,81204,554,레진JP(봄툰B2BC)(F000000019),배드 애플(BAD APPLE),배드애플,운영중,승인,레진엔터테인먼트,20250919_배드 애플(BAD APPLE)_레진엔터테인먼트,2025-04-04,1,최세은,글로벌소싱팀,청구정산 후보
600799,81203,563,벨툰JP(봄툰B2BC)(F000000019),운명이 아니면 뭔데?,운명이아니면뭔데,운영중,승인,레진엔터테인먼트,20250919_운명이 아니면 뭔데?_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600798,81203,554,레진JP(봄툰B2BC)(F000000019),운명이 아니면 뭔데?,운명이아니면뭔데,운영중,승인,레진엔터테인먼트,20250919_운명이 아니면 뭔데?_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600797,81202,563,벨툰JP(봄툰B2BC)(F000000019),웰컴 투 라헬,웰컴투라헬,운영중,승인,레진엔터테인먼트,20250919_체포하겠다!_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600796,81202,563,벨툰JP(봄툰B2BC)(F000000019),이 각인 환불해주세요!,이각인환불해주세요,운영중,승인,레진엔터테인먼트,20250919_체포하겠다!_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600795,81202,563,벨툰JP(봄툰B2BC)(F000000019),체포하겠다!,체포하겠다,운영중,승인,레진엔터테인먼트,20250919_체포하겠다!_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600794,81202,554,레진JP(봄툰B2BC)(F000000019),웰컴 투 라헬,웰컴투라헬,운영중,승인,레진엔터테인먼트,20250919_체포하겠다!_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600793,81202,554,레진JP(봄툰B2BC)(F000000019),이 각인 환불해주세요!,이각인환불해주세요,운영중,승인,레진엔터테인먼트,20250919_체포하겠다!_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600792,81202,554,레진JP(봄툰B2BC)(F000000019),체포하겠다!,체포하겠다,운영중,승인,레진엔터테인먼트,20250919_체포하겠다!_레진엔터테인먼트,2025-05-01,1,최세은,글로벌소싱팀,청구정산 후보
600791,81201,554,레진JP(봄툰B2BC)(F000000019),석산이 머문 자리,석산이머문자리,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600790,81201,554,레진JP(봄툰B2BC)(F000000019),러브 피스 크레이지,러브피스크레이지,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600789,81201,554,레진JP(봄툰B2BC)(F000000019),절대복수선언,절대복수선언,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600788,81201,554,레진JP(봄툰B2BC)(F000000019),로맨틱미스터리,로맨틱미스터리,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600787,81201,554,레진JP(봄툰B2BC)(F000000019),어쩌다 마주친 운명,어쩌다마주친운명,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600786,81201,554,레진JP(봄툰B2BC)(F000000019),입장이 바뀌었는데요,입장이바뀌었는데요,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600785,81201,554,레진JP(봄툰B2BC)(F000000019),파효,파효,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600784,81201,554,레진JP(봄툰B2BC)(F000000019),순정을 사수하라!,순정을사수하라,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600783,81201,554,레진JP(봄툰B2BC)(F000000019),기원의 제,기원의제,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600782,81201,563,벨툰JP(봄툰B2BC)(F000000019),석산이 머문 자리,석산이머문자리,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600781,81201,563,벨툰JP(봄툰B2BC)(F000000019),러브 피스 크레이지,러브피스크레이지,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
600780,81201,563,벨툰JP(봄툰B2BC)(F000000019),절대복수선언,절대복수선언,운영중,승인,레진엔터테인먼트,20250919_기원의 제_레진엔터테인먼트,2025-04-15,1,최세은,글로벌소싱팀,청구정산 후보
