판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제_콘텐츠명,판매채널ID,판매채널명,그룹콘텐츠ID,그룹콘텐츠명,플랫폼콘텐츠ID,콘텐츠형태,콘텐츠상태,최초연재일,담당자,담당부서,정산시작여부,제외사유
402792,167231,[BL] 상냥하게 빼앗긴 마음,상냥하게빼앗긴마음,5,레진KR(1148700708),498646,[BL]상냥하게빼앗긴마음,6001712668868608,소설,완결,2017-07-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402795,167234,[백합] 조선에 핀 백합,조선에핀백합,5,레진KR(1148700708),378343,학산문화사,6106758423773184,소설,시즌완결,2016-11-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402798,167237,나는 사랑스런 주인님의 강아지,나는사랑스런주인님의강아지,5,레진KR(1148700708),498648,나는사랑스런주인님의강아지,6140798861312000,소설,완결,2016-07-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402800,167239,널 소유하다,널소유하다,5,레진KR(1148700708),458811,널소유하다,6233531757101056,소설,완결,2016-10-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402803,167242,[BL] 이스케이프,이스케이프,5,레진KR(1148700708),465956,[BL]이스케이프,6277318723502080,소설,완결,2015-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402806,167245,리치 포 더 스타,리치포더스타,5,레진KR(1148700708),498650,리치포더스타,6297594324844544,소설,완결,2017-07-09,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402809,167248,오다 노부나의 야망,오다노부나의야망,5,레진KR(1148700708),498651,오다노부나의야망,6330289618157568,소설,시즌완결,2016-05-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402815,167254,아이언 나이츠,아이언나이츠,5,레진KR(1148700708),498654,아이언나이츠,6443829415378944,소설,시즌완결,2017-05-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402844,167281,절대적 관계,절대적관계,5,레진KR(1148700708),498667,절대적관계,4719139063332864,소설,완결,2016-06-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402845,167282,[백합] 붉은 낙인,붉은낙인,5,레진KR(1148700708),489582,[백합]붉은낙인,4770520690851840,소설,시즌완결,2017-07-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402856,167292,소림곤왕,소림곤왕,5,레진KR(1148700708),460258,소림곤왕,5008734155964416,소설,완결,2016-07-31,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402864,167299,[BL] 성지 순례기,성지순례기,5,레진KR(1148700708),498675,[BL]성지순례기,5203904688816128,소설,완결,2017-08-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402869,167304,언니의 추천,언니의추천,5,레진KR(1148700708),384825,가하,5270569957720064,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402873,167308,비애,비애,5,레진KR(1148700708),384825,가하,5343102912167936,소설,완결,2016-11-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402874,167309,[BL] 들이다,들이다,5,레진KR(1148700708),498680,[BL]들이다,5346432874446848,소설,시즌완결,2017-04-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402879,167314,"달콤하게, 농염하게",달콤하게농염하게,5,레진KR(1148700708),498682,"달콤하게,농염하게",5510468699684864,소설,완결,2016-09-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402886,167320,무결도왕,무결도왕,5,레진KR(1148700708),498686,무결도왕,5666169858293760,소설,완결,2016-08-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402890,167324,달콤한 허니문은 무인도에서!?,달콤한허니문은무인도에서,5,레진KR(1148700708),498688,달콤한허니문은무인도에서!?,5779147415355392,소설,완결,2017-05-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402896,167330,"[BL] 그날 밤, 침대에서",그날밤침대에서,5,레진KR(1148700708),477430,"[BL]그날밤,침대에서",5908301836713984,소설,완결,2016-12-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402898,167332,[BL] 함락된 낙원의 신부 (무삭제판),함락된낙원의신부,5,레진KR(1148700708),498690,[BL]함락된낙원의신부(무삭제판),5945544559296512,소설,완결,2017-02-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402899,167333,[BL] 괴물 공자,괴물공자,5,레진KR(1148700708),498691,[BL]괴물공자,5947879647346688,소설,완결,2017-04-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402903,167337,트레이너를 유혹하라!,트레이너를유혹하라,5,레진KR(1148700708),384825,가하,6016069895979008,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402905,167339,이세계라면 니트가 일할 거라고 생각했어?,이세계라면니트가일할거라고생각했어,5,레진KR(1148700708),498694,이세계라면니트가일할거라고생각했어?,6051719191724032,소설,시즌완결,2017-01-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402906,167340,화궁,화궁,5,레진KR(1148700708),378388,블루픽스튜디오,6054019003056128,소설,완결,2016-08-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402909,167343,신데렐라 브라이들,신데렐라브라이들,5,레진KR(1148700708),498696,신데렐라브라이들,6181392120807424,소설,완결,2016-11-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402912,167346,[백합] 카데바 소셜 클럽,카데바소셜클럽,5,레진KR(1148700708),498699,[백합]카데바소셜클럽,6214504943976448,소설,완결,2016-08-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402914,167348,[백합] 봄날을 마주하다,봄날을마주하다,5,레진KR(1148700708),498700,[백합]봄날을마주하다,6310837642592256,소설,완결,2017-08-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402915,167349,운명적인 하룻밤,운명적인하룻밤,5,레진KR(1148700708),498701,운명적인하룻밤,6339580324478976,소설,완결,2016-06-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402927,167361,[BL] 하르마게돈,하르마게돈,5,레진KR(1148700708),475272,[BL]하르마게돈,6717141844492288,소설,완결,2017-04-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402932,167366,새내기 간호사의 음란한 간호,새내기간호사의음란한간호,5,레진KR(1148700708),498708,새내기간호사의음란한간호,4506349066256384,소설,완결,2016-11-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402934,167368,[BL] 백 년의 사랑,백년의사랑,5,레진KR(1148700708),498709,[BL]백년의사랑,4540622780497920,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402935,167369,군림마도,군림마도,5,레진KR(1148700708),379514,삼양출판사,4550733537476608,소설,완결,2016-04-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402938,167372,검은 심장의 마도사,검은심장의마도사,5,레진KR(1148700708),498711,검은심장의마도사,4692670113120256,소설,완결,2016-08-18,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402944,167378,도둑의 밤,도둑의밤,5,레진KR(1148700708),384825,가하,4822065279664128,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402949,167383,중독,중독,5,레진KR(1148700708),461475,중독,4884393551462400,소설,완결,2016-11-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402962,167396,[BL] 비 시리즈,비시리즈,5,레진KR(1148700708),378233,넥스큐브,5241346662596608,소설,완결,2016-03-09,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402964,167398,[BL] 달콤하게 안아주세요,달콤하게안아주세요,5,레진KR(1148700708),498721,[BL]달콤하게안아주세요,5293291703369728,소설,완결,2017-07-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402965,167399,사로잡힌 포로 공주,사로잡힌포로공주,5,레진KR(1148700708),498722,사로잡힌포로공주,5300931994583040,소설,완결,2016-06-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402968,167402,밀애♡기숙학교,밀애♡기숙학교,5,레진KR(1148700708),378388,블루픽스튜디오,5320688103849984,소설,완결,2016-09-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402982,167414,수상한 레시피,수상한레시피,5,레진KR(1148700708),378388,블루픽스튜디오,5496374027354112,소설,완결,2017-02-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402983,167415,[BL] 연극영화과에서 생긴일,연극영화과에서생긴일,5,레진KR(1148700708),498732,[BL]연극영화과에서생긴일,5514709972025344,소설,완결,2017-08-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402988,167420,[BL] 왕 시리즈,왕시리즈,5,레진KR(1148700708),498734,[BL]왕시리즈,5612240375119872,소설,완결,2017-02-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402992,167424,[BL] The Doll,thedoll,5,레진KR(1148700708),378388,블루픽스튜디오,5644990715002880,소설,완결,2016-11-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402996,167428,샤피로,샤피로,5,레진KR(1148700708),379514,삼양출판사,5740464661069824,소설,완결,2016-02-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403001,167433,[BL] 개구리 왕자,개구리왕자,5,레진KR(1148700708),380337,키다리이엔티,5835001237340160,소설,완결,2016-05-05,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403006,167438,순결한 공주는 열락으로 피어난다,순결한공주는열락으로피어난다,5,레진KR(1148700708),498742,순결한공주는열락으로피어난다,5990140133244928,소설,완결,2017-06-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403007,167439,[BL] 친구로는 안 되겠니?,친구로는안되겠니,5,레진KR(1148700708),498743,[BL]친구로는안되겠니?,5996024219566080,소설,완결,2017-07-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403010,167441,[BL] 나의 다정한 늑대님,나의다정한늑대님,5,레진KR(1148700708),498744,[BL]나의다정한늑대님,6054360377982976,소설,완결,2017-07-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403014,167445,그대 안에 묻다,그대안에묻다,5,레진KR(1148700708),379514,삼양출판사,6105071828074496,소설,완결,2016-08-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403016,167447,남궁세가 소공자,남궁세가소공자,5,레진KR(1148700708),498748,남궁세가소공자,6141329847615488,소설,완결,2016-05-05,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403017,167448,[BL] 무색무취,무색무취,5,레진KR(1148700708),480186,[BL]무색무취,6173809034657792,소설,완결,2017-08-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403021,167452,비인비검,비인비검,5,레진KR(1148700708),498750,비인비검,6230875104870400,소설,완결,2016-06-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403024,167455,금지된 밀화,금지된밀화,5,레진KR(1148700708),498751,금지된밀화,6277103438004224,소설,완결,2016-08-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403028,167459,리셋 라이프,리셋라이프,5,레진KR(1148700708),498753,리셋라이프,6309853156343808,소설,완결,2016-04-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403032,167463,[BL] 신기루,신기루,5,레진KR(1148700708),479659,[BL]신기루,6379652435410944,소설,시즌완결,2016-12-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403033,167464,매니저와 아이돌의 뒷사정,매니저와아이돌의뒷사정,5,레진KR(1148700708),498754,매니저와아이돌의뒷사정,6383654746718208,소설,완결,2017-04-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403038,167469,신좌의 게임,신좌의게임,5,레진KR(1148700708),498755,신좌의게임,6583166868127744,소설,완결,2017-07-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403046,167475,캔슬러,캔슬러,5,레진KR(1148700708),498757,캔슬러,6750342353256448,소설,완결,2016-10-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403061,167489,아라비안 로맨스,아라비안로맨스,5,레진KR(1148700708),498763,아라비안로맨스,4664770765783040,소설,완결,2017-01-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403066,167494,운명적 그대,운명적그대,5,레진KR(1148700708),498765,운명적그대,4784574724046848,소설,완결,2016-12-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403069,167497,블라썸,블라썸,5,레진KR(1148700708),384825,가하,4882656136527872,소설,완결,2016-11-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403071,167499,가혹한 환상을 아이템 치트로 살아남는다,가혹한환상을아이템치트로살아남는다,5,레진KR(1148700708),498767,가혹한환상을아이템치트로살아남는다,4942967497031680,소설,시즌완결,2017-06-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403074,167502,가면,가면,5,레진KR(1148700708),458065,가면,5029996991348736,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403076,167504,초인전설,초인전설,5,레진KR(1148700708),498769,초인전설,5069130250321920,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403077,167505,수박,수박,5,레진KR(1148700708),498770,수박,5077167675539456,소설,완결,2016-07-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403078,167506,밤의 끝,밤의끝,5,레진KR(1148700708),459723,밤의끝,5085489162092544,소설,완결,2016-05-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403082,167510,[BL] 와일드 와일드 웨스트,와일드와일드웨스트,5,레진KR(1148700708),498772,[BL]와일드와일드웨스트,5122564948230144,소설,완결,2016-10-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403086,167512,[BL] 러브 시크 (Love Sick),러브시크,5,레진KR(1148700708),489635,[BL]러브시크(LoveSick),5204215088283648,소설,완결,2017-07-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403088,167514,[BL] 핑거 온 더 트리거 (Finger On The Trigger),핑거온더트리거,5,레진KR(1148700708),378282,동아미디어,5245251946807296,소설,완결,2017-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403089,167515,집사의 광애,집사의광애,5,레진KR(1148700708),378388,블루픽스튜디오,5246001770397696,소설,완결,2016-05-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403096,167522,"안녕하세요, 조교님",안녕하세요조교님,5,레진KR(1148700708),384825,가하,5382555715239936,소설,완결,2016-09-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403107,167532,바디 랭귀지 Body Language,바디랭귀지bodylanguage,5,레진KR(1148700708),498781,바디랭귀지BodyLanguage,5695161667682304,소설,완결,2016-08-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403113,167538,천마신교 낙양지부,천마신교낙양지부,5,레진KR(1148700708),498783,천마신교낙양지부,5896049331011584,소설,완결,2017-03-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403115,167540,채우다,채우다,5,레진KR(1148700708),384825,가하,5906905047498752,소설,완결,2016-10-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403116,167541,열락의 밤,열락의밤,5,레진KR(1148700708),498784,열락의밤,5993922465890304,소설,시즌완결,2016-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403120,167545,음란 엘프 모녀,음란엘프모녀,5,레진KR(1148700708),498788,음란엘프모녀,6108982336028672,소설,완결,2016-10-05,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403132,167557,마천루에 잠든 사자,마천루에잠든사자,5,레진KR(1148700708),378233,넥스큐브,6351178182164480,소설,완결,2017-02-09,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403133,167558,내 파티가 전투 중에 유혹해 와서 세계를 구할 수 없다,내파티가전투중에유혹해와서세계를구할수없다,5,레진KR(1148700708),498793,내파티가전투중에유혹해와서세계를구할수없다,6377433422364672,소설,완결,2016-01-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403134,167559,아트메이지,아트메이지,5,레진KR(1148700708),379514,삼양출판사,6397080116920320,소설,완결,2016-04-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403135,167560,주인님의 위험한 애정,주인님의위험한애정,5,레진KR(1148700708),378388,블루픽스튜디오,6416446936842240,소설,완결,2016-09-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403137,167562,밀실신부,밀실신부,5,레진KR(1148700708),498794,밀실신부,6525921516584960,소설,완결,2016-12-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403140,167564,몸,몸,5,레진KR(1148700708),384825,가하,6579549488545792,소설,완결,2017-03-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403145,167569,구름에 달 가듯,구름에달가듯,5,레진KR(1148700708),498797,구름에달가듯,6698691398467584,소설,완결,2016-06-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403159,167583,군신의 눈물,군신의눈물,5,레진KR(1148700708),498801,군신의눈물,4542669387988992,소설,완결,2016-12-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403172,167596,하이테크 드워프,하이테크드워프,5,레진KR(1148700708),498811,하이테크드워프,4767687035846656,소설,시즌완결,2017-06-19,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403178,167602,앙상블 스타즈,앙상블스타즈,5,레진KR(1148700708),498816,앙상블스타즈,4902384495755264,소설,시즌완결,2017-07-31,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403180,167604,애완후궁,애완후궁,5,레진KR(1148700708),498818,애완후궁,4932202543710208,소설,완결,2016-11-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403187,167611,실험 대상이 돼버린 아이돌,실험대상이돼버린아이돌,5,레진KR(1148700708),498819,실험대상이돼버린아이돌,5150088645836800,소설,완결,2017-04-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403191,167615,쾌감♡허니문!!,쾌감♡허니문,5,레진KR(1148700708),498822,쾌감♡허니문!!,5219115523112960,소설,완결,2017-06-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403199,167622,사내 밀애,사내밀애,5,레진KR(1148700708),498824,사내밀애,5375261021569024,소설,완결,2016-07-28,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403201,167624,지배자의 반지,지배자의반지,5,레진KR(1148700708),498825,지배자의반지,5414710214918144,소설,완결,2017-08-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403205,167628,내 안의 악마를 위하여,내안의악마를위하여,5,레진KR(1148700708),485398,내안의악마를위하여,5519983911370752,소설,완결,2016-12-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403213,167635,무정지로,무정지로,5,레진KR(1148700708),498829,무정지로,5680784262561792,소설,완결,2016-05-05,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403222,167644,[BL] 우주대악당 트로모스,우주대악당트로모스,5,레진KR(1148700708),464962,[BL]우주대악당트로모스,5840508052832256,소설,완결,2017-06-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403224,167646,십병귀,십병귀,5,레진KR(1148700708),498834,십병귀,5865756199223296,소설,완결,2015-12-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403225,167647,가면의 레온,가면의레온,5,레진KR(1148700708),456645,가면의레온,5885397590867968,소설,완결,2016-06-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403228,167650,섹스로 시작하는 반역,섹스로시작하는반역,5,레진KR(1148700708),498835,섹스로시작하는반역,5985162621353984,소설,완결,2016-03-24,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403229,167651,지독한 사정,지독한사정,5,레진KR(1148700708),498836,지독한사정,6012260731584512,소설,시즌완결,2016-12-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403233,167655,노예를 충동구매해 버렸다,노예를충동구매해버렸다,5,레진KR(1148700708),498839,노예를충동구매해버렸다,6231480868536320,소설,완결,2015-12-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403240,167662,후궁을 탐하다,후궁을탐하다,5,레진KR(1148700708),498842,후궁을탐하다,6368178194874368,소설,완결,2017-07-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403245,167667,충동의 후유증,충동의후유증,5,레진KR(1148700708),498845,충동의후유증,6492962092220416,소설,완결,2017-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403246,167668,정우,정우,5,레진KR(1148700708),498846,정우,6493979253407744,소설,완결,2016-11-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403248,167670,집착과 사랑 사이,집착과사랑사이,5,레진KR(1148700708),498847,집착과사랑사이,6517873793302528,소설,완결,2016-07-28,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403249,167671,[BL] 순정 바빌론,순정바빌론,5,레진KR(1148700708),476443,[BL]순정바빌론,6619062954360832,소설,완결,2016-07-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403251,167673,유혹 당한 날개,유혹당한날개,5,레진KR(1148700708),498848,유혹당한날개,6749190145966080,소설,시즌완결,2017-06-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403259,167680,[BL] 너에게 난 그저 (외전증보판),너에게난그저,5,레진KR(1148700708),498854,[BL]너에게난그저(외전증보판),4570772769865728,소설,완결,2017-05-18,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403269,167689,홀리앨리스,홀리앨리스,5,레진KR(1148700708),379514,삼양출판사,4715142900613120,소설,완결,2015-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403275,167695,[BL] 악역의 탄생,악역의탄생,5,레진KR(1148700708),498858,[BL]악역의탄생,4804505778782208,소설,완결,2016-06-24,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403283,167703,트리니티 로망스,트리니티로망스,5,레진KR(1148700708),378388,블루픽스튜디오,4978074194280448,소설,완결,2016-05-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403285,167705,뱀의 왕과 가짜 신부,뱀의왕과가짜신부,5,레진KR(1148700708),498863,뱀의왕과가짜신부,5060725466988544,소설,완결,2016-07-28,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403287,167706,[BL] 히든(hidden),히든,5,레진KR(1148700708),498864,[BL]히든(hidden),5108747452809216,소설,시즌완결,2017-06-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403288,167707,헤이트! (HATE!),헤이트,5,레진KR(1148700708),498865,헤이트!(HATE!),5109895115046912,소설,완결,2017-07-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403289,167708,드래곤 레이디,드래곤레이디,5,레진KR(1148700708),379514,삼양출판사,5114332351823872,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403291,167710,냄새를 맡는 남자,냄새를맡는남자,5,레진KR(1148700708),498866,냄새를맡는남자,5114711193681920,소설,완결,2016-12-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403297,167716,다크 메이지,다크메이지,5,레진KR(1148700708),458920,다크메이지,5183811776413696,소설,완결,2016-06-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403306,167724,아덴의 연인,아덴의연인,5,레진KR(1148700708),490858,아덴의연인,5400401138679808,소설,완결,2016-06-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403316,167734,엘프 나라의 궁정 마도사가 되었기에 공주님에게 성적인 장난을 쳐봤다,엘프나라의궁정마도사가되었기에공주님에게성적인장난을쳐봤다,5,레진KR(1148700708),498877,엘프나라의궁정마도사가되었기에공주님에게성적인장난을쳐봤다,5823657093103616,소설,시즌완결,2016-11-24,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403319,167737,바람에 달 가듯,바람에달가듯,5,레진KR(1148700708),498880,바람에달가듯,5933147032387584,소설,완결,2016-06-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403323,167741,하녀학원,하녀학원,5,레진KR(1148700708),498881,하녀학원,6019729880514560,소설,완결,2017-06-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403324,167742,여자가 흔들릴 때,여자가흔들릴때,5,레진KR(1148700708),498882,여자가흔들릴때,6034262629548032,소설,완결,2016-05-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403325,167743,사랑의 미약,사랑의미약,5,레진KR(1148700708),498883,사랑의미약,6036719821651968,소설,완결,2016-11-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403327,167745,[BL] 개과천선,개과천선,5,레진KR(1148700708),463492,[BL]개과천선,6051792276946944,소설,시즌완결,2017-08-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403328,167746,납치 결혼,납치결혼,5,레진KR(1148700708),378388,블루픽스튜디오,6069158357237760,소설,완결,2016-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403331,167749,섹스 클럽 입문,섹스클럽입문,5,레진KR(1148700708),410157,비즈앤노블,6175697706156032,소설,완결,2016-05-12,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403337,167755,생사검,생사검,5,레진KR(1148700708),498887,생사검,6360556177195008,소설,시즌완결,2016-06-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403341,167758,벽력왕,벽력왕,5,레진KR(1148700708),498890,벽력왕,6464403997720576,소설,완결,2016-04-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403343,167760,아영이,아영이,5,레진KR(1148700708),498892,아영이,6475945108832256,소설,완결,2017-06-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403348,167764,치명적인 제안,치명적인제안,5,레진KR(1148700708),498894,치명적인제안,6595216829317120,소설,완결,2016-11-24,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403366,167782,[BL] 흐트러진 밤의 신부,흐트러진밤의신부,5,레진KR(1148700708),498902,[BL]흐트러진밤의신부,4614682508525568,소설,완결,2017-07-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403368,167784,폭군의 사랑,폭군의사랑,5,레진KR(1148700708),498903,폭군의사랑,4635318182215680,소설,시즌완결,2017-07-19,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403370,167786,천잠비룡포,천잠비룡포,5,레진KR(1148700708),498905,천잠비룡포,4790139403894784,소설,시즌완결,2015-12-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403373,167789,[BL] 상냥한 도깨비를 봉인하는 방법,상냥한도깨비를봉인하는방법,5,레진KR(1148700708),378233,넥스큐브,4858282041409536,소설,완결,2017-05-18,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403375,167791,리로드,리로드,5,레진KR(1148700708),459341,리로드,4905907244236800,소설,완결,2015-12-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403381,167797,그를 유혹하라,그를유혹하라,5,레진KR(1148700708),498909,그를유혹하라,5007940318920704,소설,완결,2016-07-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403385,167801,메이드의 SM 플레이,메이드의sm플레이,5,레진KR(1148700708),498911,메이드의SM플레이,5029542348718080,소설,완결,2016-10-19,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403387,167803,잠룡대제,잠룡대제,5,레진KR(1148700708),498912,잠룡대제,5098110409244672,소설,완결,2016-04-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403388,167804,[백합] 하얀 봄,하얀봄,5,레진KR(1148700708),498913,[백합]하얀봄,5108543158747136,소설,시즌완결,2017-05-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403389,167805,여형사의 능욕일지,여형사의능욕일지,5,레진KR(1148700708),498914,여형사의능욕일지,5114379553734656,소설,완결,2017-04-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403390,167806,츤데레 바보 메이드,츤데레바보메이드,5,레진KR(1148700708),498915,츤데레바보메이드,5141013124612096,소설,완결,2016-10-19,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403399,167815,이레귤러즈 리벨리온,이레귤러즈리벨리온,5,레진KR(1148700708),498920,이레귤러즈리벨리온,5326430208000000,소설,완결,2016-02-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
403406,167822,메데이아의 축복,메데이아의축복,5,레진KR(1148700708),378388,블루픽스튜디오,5492670000791552,소설,완결,2016-06-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
